name,rate,location,description
Suzan Apartment,,"بيت لحم
– اعرض على الخارطة",تقع Suzan Apartment في بيت لحم. يمكن للضيوف المقيمين في هذه الشقة الوصول إلى تراس. تحتوي هذه الشقة على حمامين مع حوض استحمام ساخن ولوازم استحمام مجانية.
بيت شباب ساكسيس,,"نابلس
– اعرض على الخارطة",يقع Success Hostel في Nablus ويوفر خدمة الواي فاي المجانية. ويضم مكان الإقامة هذا مطبخًا مشتركًا، كما يوفر للضيوف تراسًا شمسيًا. يوفر مكان الإقامة الترفيه المسائي وصالة مشتركة.
أورينت موتيل,8.4,"نابلس
– اعرض على الخارطة",يوفر Orient Motel مكان إقامة مع صالة مشتركة وخدمة الواي فاي المجانية، ويقع في Nablus. وتحتوي جميع الوحدات على تكييف وتلفزيون بشاشة مسطحة. يتوفر حمام خاص مجهز بالكامل مع دش ولوازم استحمام مجانية.
فندق ابو مازن,8.4,"الخليل
– اعرض على الخارطة",يقدم فندق أبو مازن أماكن إقامة في منطقة جبلية تسمى نمرة، ويتميز بإطلالات جميلة ومتميزة على مدينة الخليل. ويمكن للضيوف الاستمتاع بتناول الطعام في أحد المطعمين.
Holy Tree hostel,,"أريحا
– اعرض على الخارطة",يقع Holy Tree hostel في أريحا ويضم حديقة وصالة مشتركة، ويوفر مكان الإقامة خدمة الواي فاي المجانية. وتحتوي الغرف على حمام مشترك. تقع القدس على بعد 36 كم من بيت الشباب.
Amazing Private room in a villa,9.6,"نابلس
– اعرض على الخارطة",تقع Amazing Private room in a villa في نابلس، يمكن للضيوف المقيمين في مكان الإقامة هذا الوصول إلى تراس. كما يمكن للضيوف الاسترخاء في الحديقة. تقع حرزيليا على بعد 48 كم من مكان الإقامة.
Abualzulof,,"Khirbat Umm Ţūbá
– اعرض على الخارطة",يقع Abualzulif في خيربات أم طوببا ويوفر دراجات مجانية، يمكن للضيوف المقيمين في هذه الشقة الوصول إلى تراس. تحتوي الشقة على شرفة وغرفة نوم وغرفة معيشة ومطبخ مجهز تجهيزا جيدا مع غسالة صحون وفرن.
فندق علاء الدين,6.9,"رام الله
– اعرض على الخارطة",يقع فندق Alaadin في مدينة البيرة في الضفة الغربية في رام الله، ويقدم مطعمًا وخدمة الواي فاي المجانية في جميع المناطق، ويقع على مسافة قصيرة فقط سيرًا على الأقدام من وسط المدينة والعديد من مناطق التسوق....
توباس هوم,,"Ţūbās
– اعرض على الخارطة",يقع Tubas Home في طوباس، ويوفر مكان إقامة مع تلفزيون. وتتوفر خدمة الواي فاي المجانية. كما تتوفر ثلاجة وموقد مسطح بالإضافة إلى غلاية،
غولدن روز هوتيل & ريستورانت,6.7,"نابلس
– اعرض على الخارطة",يقع Golden Rose Hotel & Restaurant في Nablus ويوفر مكان إقامة مع حديقة وتراس. ويوفر هذا الفندق ذو الـ 5 نجوم مكتب استقبال يعمل على مدار الساعة وخدمة الواي فاي المجانية.
منتجع نسمة اريحا,,"أريحا
– اعرض على الخارطة",يقع منتجع نسمة اريحا في مدينة أريحا، ويقدم خدمة الواي فاي مجاناً وحديقة. تحتوي الشقة على غرفة نوم واحدة وغرفة معيشة ومطبخ مع ثلاجة، كما تتميز بحمام.
غزة,,"Khān Yūnis
– اعرض على الخارطة",يقع غزة في خان يونس، ويوفر أماكن إقامة مكيفة مع شرفة، كما يوفر مكان المبيت والإفطار إطلالات على البحر، ويبعد مسافة 48 كم من عسقلان.
إي كيه للشقق الفاخرة,8.3,"بيت لحم
– اعرض على الخارطة",تقع EK Luxury Apartments في بيت لحم، ويمكن للضيوف المقيمين في هذه الشقة استخدام خدمة الواي فاي مجاناً.
قطاع غزة,,"Rafaḩ
– اعرض على الخارطة",تقع قطاع غزة في رفح، وتضم مكان إقامة يوفر شرفة، كما يمكن للضيوف استخدام مطبخ مجهز بالكامل. تتكون الشقة من 3 غرف نوم منفصلة وحمامين وغرفة معيشة.
بيت ضيافة ستار ستريت إن,,"بيت لحم
– اعرض على الخارطة",يقع Star Street Inn في بيت لحم على بعد 50 متر من كنيسة المهد وعلى بعد 100 متر من مغارة آلسثئ، ويقع ميدان المهد‎‎ على بعد 20 متر فقط من مكان الإقامة.
شقق ماثيوس الكاسيس,,"بيت لحم
– اعرض على الخارطة",تقع شقق Matheos Alkassis في بيت لحم على بعد 3.1 كم من مسجد عمر وعلى بعد 3.2 كم من ساحة المهد وتوفر حديقة وتكييف الهواء، يمكن للضيوف المقيمين في هذه الشقة الوصول إلى شرفة.
Villa Sama Nablus,9.6,"نابلس
– اعرض على الخارطة",تقع فيلا Sama Nablus في نابلس، وتوفر مكان إقامة مع تراس أو شرفة وخدمة الواي فاي المجانية وتلفزيون بشاشة مسطحة، فضلاً عن الدراجات المجانية وخدمات المساج.
la salle guest house,,"بيت لحم
– اعرض على الخارطة",يقع بيت الضيافة la salle في بيت لحم على بعد 400 م من مسجد عمر وعلى بعد 500 م من ساحة المهد ويوفر مكان إقامة مع تراس. يقع مكان الإقامة على بعد 700 م من كنيسة سانت كاترين وعلى بعد 800 م من كنيسة المهد.
ريزيدنس هوتل,7.8,"بيت لحم
– اعرض على الخارطة",يقع ريزيدنس هوتل في قلب بيت لحم على بُعد 5 دقائق من كنيسة المهد وكنيسة Milk Grotto وعلى بُعد حوالي ساعة واحدة من مطار بن غوريون.
ديلمار,,"أريحا
– اعرض على الخارطة",يقع Delmar في أريحا، ويضم أماكن إقامة مكيفة مع مسبح خاص. تحتوي هذه الفيلا على حديقة ومرافق للشواء. تحتوي هذه الفيلا على مطبخ مجهز بالكامل ومنطقة لتناول الطعام وتلفزيون بشاشة مسطحة مع قنوات فضائية.
Barmil Resident,,"بيت لحم
– اعرض على الخارطة",تتوفر حديقة وتراس في Barmil Resident الذي يقع في بيت لحم على بعد 5 كم من مسجد عمر وعلى بعد 5 كم من كنيسة سانت كاترين. يقع مكان الإقامة هذا على بعد 5 كم من كنيسة المهد.
فندق قيصر رام الله,7.4,"رام الله
– اعرض على الخارطة",يقع فندق Caesar في قلب مدينة رام الله في حي الماصيون. ويوفر خدمة الواي فاي المجانية في جميع المناطق وخدمة الغرف على مدار 24 ساعة ومركز للبولينغ وجيم للسيدات. تم تزيين جميع الغرف والأجنحة بألوان دافئة....
Separate small apartment in Hebron . Palestine,,"هيبرون
– اعرض على الخارطة",شقة صغيرة منفصلة في Hebron. يقع Palestine في Hebron. ويقع مكان الإقامة المكيف على بعد 36 كم من القدس، يقع بيت لحم على بعد 27 كم من الشقة، في حين يقع Maale Hachamisha على بعد 49 كم.
Rafideh,,"نابلس
– اعرض على الخارطة",يقع Rafideh في Nablus. يقع مكان الإقامة على بعد 47 كم من حرزيليا.
luqman home,,"نابلس
– اعرض على الخارطة",يقع Luqman home في Nablus. يوفر مكان الإقامة هذا إمكانية الوصول إلى شرفة. تحتوي الشقة على غرفة نوم واحدة وغرفة معيشة ومطبخ مع منطقة لتناول الطعام.
Bethlehem Deluxe Apartment,,"القدس الشرقية, بيت لحم
– اعرض على الخارطة",تقع Bethlehem Deluxe Apartment في بيت لحم، وتضم تراس وصالة مشتركة، يقع مكان الإقامة على بعد حوالي 2.7 كم من قبر راشيل وعلى بعد 5 كم من ساحة المهد ويوفر خدمة الواي فاي المجانية.
Apartment owned by Hebron Peace Center NGO,,"هيبرون
– اعرض على الخارطة",تقع شقة Hebron Peace Center NGO في Hebron، وتوفر تراس. يمكن للضيوف المقيمين في هذه الشقة الوصول إلى مطبخ مجهز بالكامل. يتم تقديم وجبة إفطار كونتيننتال كل صباح في مكان الإقامة.
Giovanni apartment,,"بيت لحم
– اعرض على الخارطة",تتمتع شقة Giovanni بموقع في بيت لحم على بعد 1.6 كم من ساحة المهد وعلى بعد 1.6 كم من مسجد عمر. يقع مكان الإقامة على بعد 1.7 كم من St. كنيسة كاترين. وتضم الشقة تراسًا.
Barmil’s Resident,,"بيت لحم
– اعرض على الخارطة","يقع على بعد 5 كم من مسجد عمر و5 كم من St. يوفر بيت ضيافة Barmil’s Resident, Barmil's Church خدمة الواي فاي المجانية وحديقة، ويقع في مبنى يعود تاريخه إلى عام 1998، على بُعد 5 كم من كنيسة المهد."
فندق لا فيندر بوتيك,9.0,"رام الله
– اعرض على الخارطة",يقع Lavender Boutique Hotel في رام الله على بعد 400 م من مركز خليل السكاكيني الثقافي وعلى بعد أقل من 1 كم من المجلس الثقافي البريطاني ويتميز بخدمة الواي فاي مجاناً، تحتوي جميع الغرف على تلفزيون بشاشة...
Big Appatrment in Hebron Palestine Almahawer,,"هيبرون
– اعرض على الخارطة",يقع Big Appatrment in Hebron Palestine Almawer في هيبرون، ويضم أماكن إقامة مكيفة مع تراس، تم بناء مكان الإقامة في عام 2018 ويضم مكان إقامة مع شرفة.
فيلا هيثم,,"Ţūbās
– اعرض على الخارطة",يقع Haytham's Villa في Ţūbās. وتوفر هذه الفيلا مكان إقامة مكيف مع خدمة الواي فاي المجانية. تحتوي الفيلا على تلفزيون بشاشة مسطحة وغرفة معيشة. يحتوي مكان الإقامة على مطبخ،
الخليل,,"هيبرون
– اعرض على الخارطة",يعتبر الخليل مكان إقامة في مدينة الخليل، ويوفر إطلالة على الجبل وخدمة الواي فاي مجانًا، كما يمكن للضيوف المقيمين في إقامة في مزرعة هذه استخدام تراس.
Veronica apartment,,"بيت لحم
– اعرض على الخارطة",تقع شقة فيرونيكا في بيت لحم على بعد 1.7 كم من ساحة المهد وعلى بعد 1.7 كم من مسجد عمر، وعلى بعد 1.8 كم من سانت. كنيسة كاترين. تقع هذه الشقة على بعد 2.2 كم من قبر راشيل وعلى بعد 2.3 كم من كنيسة المهد.
khair family guest house,,"Bayt Sāḩūr
– اعرض على الخارطة",يقع kir family guest house في مدينة بايت أباد، ويضم أماكن إقامة مع تراس. ويوفر مكان الإقامة خدمة الواي فاي المجانية. يوفر المبيت والإفطار تلفزيون.
جوني,,"بيت لحم
– اعرض على الخارطة",يقع Johnny على بعد 1.9 كم من كنيسة المهد في بيت لحم، ويوفر أماكن إقامة مع مطبخ. وتتوفر خدمة الواي فاي المجانية. ويشمل مكان الإقامة غرفة معيشة مع تلفزيون بشاشة مسطحة.
בית דריבן,,"هيبرون
– اعرض على الخارطة","Located in Hebron, בית דריבן offers free WiFi and units fitted with a kitchenette and seating area. A balcony with garden views is offered in each unit. Guests can also relax in the garden."
بيت الضيافه الفلسطيني,,"Junayd
– اعرض على الخارطة",يقع بيت الضيافه الفلسطيني في Junayd، ويضم حديقة وتراسًا، ويوفر خدمة الواي فاي مجانًا. تم تجهيز جميع الغرف في بيت الضيافة بجهاز تلفزيون ذو شاشة مسطحة، كما تحتوي كل غرفة على حمام خاص.
راوابي أبارتمنت,,"‘Ajjūl
– اعرض على الخارطة",تقع Rawabi Apartment في عجلون وتوفر تراس، كما يتوفر للضيوف شرفة خاصة. تحتوي هذه الشقة على غرفة معيشة ومطبخ مجهز بالكامل مع فرن وثلاجة.
شقة من غرفتي نوم,,"Bayt Jālā
– اعرض على الخارطة",تضم الشقة المكونة من غرفتي نوم حديقة، وتوفر مكان إقامة في بايت جاما مع خدمة الواي فاي المجانية وإطلالات على الجبل. يقع مكان الإقامة على بعد 10 كم من القدس.
K Luxury Apartments,,"Bayt Jālā
– اعرض على الخارطة",توفر K Luxury Apartments in Bayt Jālā مكان إقامة وتراس وتتميز بإطلالات على المدينة، تحتوي جميع الوحدات على تكييف وتلفزيون بشاشة مسطحة وغسالة ملابس وغلاية ومطبخ.
Qumsieh apartment,,"Bayt Sāḩūr
– اعرض على الخارطة",تقع شقة Qumsieh في Bayt Sādhoūr. يقع مكان الإقامة على بعد 12 كم من القدس. تقع بيت لحم على بعد 1.4 كم من الشقة، في حين تقع رام الله على بعد 27 كم،
Em Afif House,,"Bayt Jālā
– اعرض على الخارطة",يقع Em Afif House في بايت جاا، ويضم مكان إقامة مع شرفة، يمكن للضيوف المقيمين في هذه الشقة الوصول إلى مطبخ مجهز بالكامل. وتحتوي الشقة على تلفزيون بشاشة مسطحة. كما يمكن للضيوف الاسترخاء في الحديقة.
بيت ضيافة بيتالغالا,,"Bayt Jālā
– اعرض على الخارطة",يعتبر بيت الضيافة بيت جالا سرير في صالة نوم مشتركة في بيت جالا، ويقع على بعد 7 كم من مدينة القدس. وتقع هذه الوحدة على بعد 1.4 كم من بيت لحم. يتوفر مطبخ ومنطقة للجلوس. كما يتوفر تلفزيون.
اللولو سنتر غزة,,"غزة
– اعرض على الخارطة",يعتبر Allulu center gaza مكان إقامة يقع في غازا ويوفر خدمة الواي فاي المجانية وإطلالات على الحديقة، ويقع مكان الإقامة المكيف على بعد 28 كم من عسقلان، تتكون الشقة من غرفة نوم منفصلة وحمام مع لوازم...
Alzahed,,"غزة
– اعرض على الخارطة",يقع Alzahed في Gaza ويضم حديقة وبار. وتتوفر خدمة الواي فاي المجانية ومواقف خاصة للسيارات في الموقع. تم تجهيز الغرف في بيت الضيافة بشرفة.
ewer,,"Dūrā al Qar‘
– اعرض على الخارطة",يقع Ewer في ددرة القار، ويقع مكان الإقامة على بعد 46 كم من تل أبيب. تقع القدس على بعد 20 كم من الشقة، في حين تقع بيت لحم على بعد 28 كم،
بيت عطلات سويت بيتساهور هوم,9.6,"Ar Ru‘āh
– اعرض على الخارطة",يعتبر Sweet Beitsahour Home مكان إقامة يقع في الرمة ويوفر خدمة الواي فاي المجانية وإطلالات على الجبل، يمكن للضيوف المقيمين في بيت العطلات هذا استخدام مطبخ مجهز بالكامل.
الرمل,,"غزة
– اعرض على الخارطة",الرمل is situated in Gaza. The accommodation is 20 km from Ashkelon. Ashdod is 36 km from the apartment.
فيلا هيروديون,,"تقوع (مستوطنة إسرائيلية)
– اعرض على الخارطة",يعتبر Villa Herodion مكان إقامة يقع في تكوا ويوفر خدمة الواي فاي المجانية وإطلالات على الجبل، تحتوي هذه الفيلا ذاتية الخدمة على مسبح خاص وحديقة. تتكون الفيلا المكيفة من 6 غرف نوم ومطبخ وحمام.
rania's guest house,,"بيت لحم
– اعرض على الخارطة",يقع بيت ضيافة رانيا في بيت لحم على بعد 1.5 كم من مسجد عمر. يقع مكان الإقامة على بعد حوالي 1.5 كم من ساحة المهد وعلى بعد 1.7 كم من St. وتوفر كنيسة كاترين وخدمة الواي فاي المجانية.
Khoury apartment,,"Ar Ru‘āh
– اعرض على الخارطة",تقع شقة Khoury في Ar Ru‘āh. تقع القدس على بعد 14 كم من بيت العطلات، في حين تقع بيت لحم على بعد 3.2 كم،
Kais private home,,"Ar Ru‘āh
– اعرض على الخارطة",تقع Kais private home في الرمة، وتضم حديقة، تحتوي جميع الغرف على تلفزيون مع قنوات فضائية وحمام خاص. ويوفر مكان الإقامة خدمة الواي فاي المجانية. تحتوي الغرف في بيت الضيافة على مكتب.
