name,rate,location,description
بلانكتونس بيتش,7.7,"هولهومالي
– اعرض على الخارطة",يقع بلانكتونس بيتش على واجهة الشاطئ في هولهومالي، كما يتميز بإطلالات على البحيرات الشاطئية والبحر، ويحتوي الفندق على تراس ومرافق للرياضات المائية، كما يمكن للضيوف الاستمتاع بتناول وجبة طعام في المطعم،...
فيلا دايف ثودو,8.5,"ثودو
– اعرض على الخارطة",تقع Dive Villa Thoddoo في ثودو، وتضم منطقة شاطئ خاص وحديقة، يضم مكان الإقامة بارًا، فضلاً عن مطعم يقدم المأكولات الأوروبية. يوفر مكان الإقامة إطلالات على الحديقة وتراس وخدمة الواي فاي المجانية.
Rasdhoo Island Inn Beachfront,8.6,"جزيرة راسدو
– اعرض على الخارطة",يوفر Rasdhoo Island Inn Beachfront مكان إقامة مكيف في راسدو، ويضم مكان الإقامة مطعمًا وحديقة. ويوفر مكان الإقامة أجهزة الصراف الآلي وتنظيم الرحلات للضيوف. تم تجهيز كل غرفة في بيت الضيافة بخزانة ملابس....
هوليداي غاردين راسدو,9.3,"جزيرة راسدو
– اعرض على الخارطة",يوفر Holiday Garden Rasdhoo أماكن إقامة في راسدو، كما يمكن للضيوف الاستمتاع بتناول الوجبات في المطعم.
بالم ريزيدنس,8.6,"جزيرة راسدو
– اعرض على الخارطة",يوفر بالم ريزيدنس أماكن إقامة تسمح باصطحاب الحيوانات الأليفة في راسدو أتول ويوفر خدمة الواي فاي مجاناً ومطعم ومرافق الشواء، ويمكن للضيوف الاستمتاع بالمطعم الموجود في الموقع.
منتجع إكواتور فيليدج,8.5,"غان
– اعرض على الخارطة",يقع منتجع إكواتور فيليدج في جان، ويوفر مسبحاً خارجياً ومنطقة شاطئ خاص، كما تتوفر خدمة الواي فاي مجانًا في المناطق العامة في هذا المنتجع.
فيرمونت مالديفز، سيرو فن فوشي,8.8,"Vaikaradhoo
– اعرض على الخارطة","تقع كل فيلا فاخرة في Fairmont Maldives, Sirru Fen في شافياني أتول في شمال جزر المالديف. ويتميز Fushi بمسبح خاص. ويتميز مكان الإقامة بمسبح لا متناهي طوله 200 م بالإضافة إلى الفخامة."
نزل كوريدهي بيتش,8.9,"مافوشي
– اعرض على الخارطة",يقع نزل كوريدهي بيتش في مافوشي في منطقة كافو أتول على بعد 28 كم من مدينة ماليه ويتميز بمرافق شواء وإطلالات على البحر، كما يمكن للضيوف الاستمتاع بالمطعم الموجود في الموقع.
كريستال بيتش إن,7.8,"هولهومالي
– اعرض على الخارطة",يقع كريستال بيتش إن في هولهومالي في المالديف، ويضم غرف مكيفة وعصرية مزودة بخدمة الواي فاي مجانًا، ويقع مكان الإقامة على بعد 10 دقائق بالسيارة من مطار ماليه الدولي، ويوفر خدمات نقل المطار ذهابًا...
فيلانا بلو مالديفز,9.0,"مافوشي
– اعرض على الخارطة",يقع Velana Blu Maldives في مافوشي، ويوفر دراجات مجانية وحديقة. ويضم مكان الإقامة هذا مكتب استقبال يعمل على مدار الساعة، كما يوفر للضيوف تراسًا.
وايت كورال راسدهو,9.1,"جزيرة راسدو
– اعرض على الخارطة",يقع White Coral Rasdhoo في راسدو ويتميز بمركز للياقة البدنية وتراس، وتتوفر خدمة الواي فاي المجانية. تحتوي جميع الغرف في بيت الضيافة على مكتب.
منتجع موفنبيك كوريدهيفارو جزر المالديف,8.9,"مانافو
– اعرض على الخارطة",يقع منتجع موفنبيك كوريدهيفارو جزر المالديف في نونو أتول، وهي إحدى الجزر المرجانية الأقل إزعاجًا في جزر المالديف، على بُعد 45 دقيقة فقط من مطار ماليه الدولي بالطائرة المائية، ويشتمل على مرافق مثل Sun...
Mercure Maldives Kooddoo Resort,9.2,"غافو أليف أتول
– اعرض على الخارطة",يقع Mercure Maldives Kooddoo Resort على بعد رحلة طيران داخلية تستغرق 55 دقيقة من مطار مالي الدولي.
نزل ستينغراي بيتش,9.0,"مافوشي
– اعرض على الخارطة",يقع نزل ستينغراي بيتش على شاطئ جزيرة مافوشي، ويقدم ملاذ للاسترخاء وأجواء مريحة. ويضم مطعم وأسرّة هزازة في الحديقة حيث يمكن للضيوف الاسترخاء، كما يضم غرف مجهزة مع تكييف هواء وخدمة الواي فاي مجانًا.
ماكونودو آيلاند,9.1,"Makunudhoo
– اعرض على الخارطة",يقع ماكونودو آيلاند وسط أراضي بمساحة 6 أفدنة، ويعد ملاذًا استوائيًا على شاطئ البحر، ويقع على بُعد خطوات قليلة من مناطق الغوص المذهلة، ويحتوي على مدرسة لتعليم الغوص، والتي توفر دورات تدريبية وشهادات من...
Ocean Beach Inn - Maldives,8.9,"هانغناميدهو
– اعرض على الخارطة",يبعد مكان الإقامة هَذا مسافة قصيرة سَيراً عَلى الأقدام من الشاطئ، يوفر نزل أوشن بيتش-مالديفز مكان إقامة ملائم للحيوانات الأليفة في جزيرة هانغناميدهو، كما يتميز بخدمة الواي فاي المجّانية ومرافق للشواء...
بيتوز جي إتش,9.6,"هيمافوشي
– اعرض على الخارطة",يقع Bito's GH في Himmafushi، ويوفر خدمة الواي فاي المجانية. يضم مكان الإقامة حديقة وتراس. تحتوي جميع الغرف في بيت الضيافة على خزانة ملابس.
نُزُل Pebbles,9.4,"Hithadhoo
– اعرض على الخارطة",يوفر Pebbles Inn in Hithadhoo أماكن إقامة مع تراس وصالة مشتركة. تشمل المرافق المتوفرة في مكان الإقامة هذا مطعمًا ومكتب استقبال يعمل على مدار الساعة وخدمة مجالسة الأطفال، بالإضافة إلى خدمة الواي فاي...
نزل فيلي بيتش,9.2,"ماثيفيري
– اعرض على الخارطة",يوفر Veli Beach Inn مكان إقامة مكيف في Mathiveri. ويضم مكان الإقامة مكتب استقبال يعمل على مدار 24 ساعة، كما يضم مطعم وملعب للأطفال. ويضم بيت الضيافة منطقة شاطئ خاص.
فيهي ان,8.6,"أدو أتول
– اعرض على الخارطة",يقع فيهي ان في أدو أتول ويوفر مكان إقامة مريح ويضم مطعم، وتتوفر خدمة الواي فاي مجانًا.
راسدهو دايف لودج,9.2,"جزيرة راسدو
– اعرض على الخارطة",يقع Rasdhoo Dive Lodge في راسدو، ويضم مطعمًا. وتتوفر خدمة الواي فاي المجانية. تحتوي جميع الغرف المكيفة على ميني بار وغلاية كهربائية. ويشتمل الحمام الخاص على دش ومجفف شعر وأردية حمام.
Holiday Village Retreat,9.1,"Bodufolhudhoo
– اعرض على الخارطة",يقع Holiday Village Retreat على شاطئ البحر في بوديفولهودهو، ويوفر مكان إقامة ذو 3 نجوم مع منطقة شاطئ خاص ودراجات مجانية.
سيشور بيتش إن,8.6,"مافوشي
– اعرض على الخارطة",يقع Seashore Beach Inn في مافوشي ويضم حديقة وصالة مشتركة. ويضم مكان الإقامة هذا صراف آلي، كما يوفر للضيوف مطعمًا. وتتوفر خدمة الواي فاي المجانية.
منتجع ميريهي آيلاند,9.6,"ماندهو
– اعرض على الخارطة",تمت تسمية منتجع ميريهي آيلاند الاستوائي على اسم زهرة محلية استوائية ويقع في جنوب آري أتول بالمالديف كما يوفر فيلات على الماء أو مواجهة للشاطئ مع خدمة واي فاي مجاناً في الغرف.
فندق وسبا وايت شيل ايلاند,9.1,"مافوشي
– اعرض على الخارطة",يقع WhiteShell Island Hotel & Spa الجميل على جزيرة مافوشي، ويرحب بالضيوف بعلاجات السبا المهدئة والمطعم الموجود في الموقع. وتوفر الغرف الأنيقة خدمة الواي فاي المجانية.
Hotel Star Shell,7.5,"هولهومالي
– اعرض على الخارطة",يقع Hotel Star Shell في هولهومالي على بعد 400 م من منتزه فيري تيرمينال ويتميز بتراس، ويوفر هذا الفندق ذو الـ 3 نجوم خدمة نقل مكوكية مجانية وخدمة الواي فاي المجانية.
ماريانا إن,9.9,"Gaafaru
– اعرض على الخارطة",يقع Mariana Inn في Gaafaru، ويوفر خدمة الواي فاي المجانية. يضم مكان الإقامة حديقة وتراس. تحتوي جميع الغرف في بيت الضيافة على تلفزيون بشاشة مسطحة. تشمل جميع الوحدات مكتب.
سونيفا جاني,8.9,"نونو
– اعرض على الخارطة",يقع سونيفا جاني على جزيرة ميدهوفارو، وعلى بحيرة شاطئية بطول 5.6 كم في جزيرة نونو المرجانية، كما يتميز بفيلات فوق الماء وعلى الجزيرة على حد سواء، وتفتح كل فيلا فوق الماء على امتداد بحيرات شاطئية خاصة...
شامار غيست هاوس آند دايف,9.6,"ماميغيلي
– اعرض على الخارطة",يقع شامار غيست هاوس آند دايف على جزيرة ماميغيلي، ويضم تراسًا شمسيًا ومنطقة شاطئ خاص. ويمكن للضيوف الاستمتاع بتناول الطعام في المطعم في الموقع. تتميز بعض الغرف بإطلالات على البحر أو الحديقة.
بيت ضيافة سورفريتريت,9.0,"Bodufolhudhoo
– اعرض على الخارطة",يضم Surfretreat حديقة وصالة مشتركة في Bodufolhudhoo. تحتوي جميع الغرف على تلفزيون بشاشة مسطحة مع قنوات فضائية وحمام خاص. وتتوفر خدمة الواي فاي المجانية. تم تجهيز الوحدات في بيت الضيافة بغلاية.
شادو بالم,8.8,"مافوشي
– اعرض على الخارطة",يقع بيت الضيافة Shadow Palm في جزيرة مافوشي (كافو أتول)، ويحتوي على غرف مكيفة مع حمام خاص، ويمكن الوصول إليه عبر عبّارة أو قارب سريع مُستأجرة، ويشتمل بيت الضيافة على مطعم خاص.
هوليداي ماثيفيري ان,8.4,"ماثيفيري
– اعرض على الخارطة",يوفر هوليداي ان ماثيفيري مكان إقامة في ماثيفيري ويتميز بخدمة الواي فاي مجاناً ومطعم، كما يمكن للضيوف الاستمتاع بتناول وجبات طعام في المطعم.
Riveli Retreat Mathiveri,9.1,"ماثيفيري
– اعرض على الخارطة",يضم Riveli Retreat Mathiveri in Mathiveri حديقة وتراس. ويضم مكان الإقامة هذا مكتب استقبال يعمل على مدار الساعة، كما يوفر للضيوف مطعمًا. ويوفر مكان الإقامة خدمة الواي فاي المجانية.
Raffles Maldives Meradhoo,,"غافو أليف أتول
– اعرض على الخارطة",يقع فندق رافلز مالديف ميرادهو الصديق للبيئة في غافو أليف أتول على جزيرتين، ويوفر خدمة الواي فاي المجانية، كما يوفر تجارب فاخرة مميزة: جزيرة خاصة مع الرمال البيضاء البكر التي تشغل بحيرة شاطئية فيروزية...
كوكو بالم دوني كولو,9.0,"تيلادو
– اعرض على الخارطة",تنتظر الضيوف إقامة فاخرة في فيلات على الطراز الاستوائي تقع بجوار المياه الصافية في جزيرة خاصة ذات 4 نجوم، ويضم كوكو بالم دوني كولو 4 خيارات لتناول الطعام ومركز للياقة البدنية ومرافق سبا وملاذ السلاحف...
هولهانغو لودج,9.8,"هيمافوشي
– اعرض على الخارطة",يقع Hulhangu Lodge Maldives في K.Himmafushi، ويضم غرف حديثة ومكيفة مع مرحاض خاص وخدمة الواي فاي عالية السرعة. ويضم بيت الضيافة مطعمًا انتقائيًا، ويقع على بُعد دقيقتين من شاطئ هيممافوشي البكيني.
OverviewMaldive byCanopus,,"ثولوسدو
– اعرض على الخارطة",يقع overviewdive bycanopus في ثولوسدو، ويضم حديقة وتراس وصالة مشتركة، ويحتوي الفندق ذو الـ 5 نجوم على بار وغرف مكيفة مع خدمة الواي فاي المجانية. تضم جميع الغرف شرفة مطلة على البحر.
صن أكوا فيلو رييف,9.1,"دالو أتول
– اعرض على الخارطة",يوفر Sun Aqua Vilu reef تجربة استرخاء بجانب الشاطئ من خلال توفير فيلات واسعة ومسبح خارجي ومركز للغوص في الموقع، ويتوفر أيضًا جيم ومطعمان.
سفاري آيلاند,,"Mushimasgali
– اعرض على الخارطة",يواجه Safari Island شاطئ البحر في Mushigagasgali، ويضم مسبح في الهواء الطلق. يضم مكان الإقامة بارًا، فضلاً عن مطعم يقدم المأكولات الأمريكية.
نزل Charming Holiday,9.3,"Midu
– اعرض على الخارطة",يقع نزل شارمينغ هوليداي في مدينة Addu Meedhoo على بعد 400 متر فقط من Meedhoo Jetty. ويوفر مكان إقامة نظيف ومريح، بالإضافة إلى خدمة الواي فاي المجانية في جميع المناطق.
كيرولهييا المالديف,9.8,"أومادهو
– اعرض على الخارطة",يقع Kirulhiya Maldives على طول ساحل أومادهو، ويوفر أماكن إقامة عصرية وهادئة مع خدمة الواي فاي المجانية في منطقة مكتب الاستقبال.
"Reethi Faru, Bio Luxury Resort",9.0,"Meedhoo
– اعرض على الخارطة",يقع منتجع ريثي فارو الجديد كليًا في جزيرة را أتول الواقعة في الجهة الشمالية الغربية لمدينة ماليه وعلى جزيرة فيليدهو الصغيرة، التي تشمل على حواجز من الشعاب المرجانية الجميلة الواقعة على بعد 80 متر فقط...
LUX* North Male Atoll,,"نورث ماليه آتول
– اعرض على الخارطة",يقع لوكس* نورث مالي أتول في أولهالي، ويوفر خدمة الواي فاي المجانية وتراس على السطح مع مسبح خاص ومنطقة شاطئ. يوفر المنتجع ملعب تنس ومركز للياقة البدنية وحديقة.
جيلي لانكانفوشي المالديف,9.7,"نورث ماليه آتول
– اعرض على الخارطة",يتميز فُندُق Gili Lankanfushi بموقعه على المُحيط الهِندي، ويوفِّر مَكاناً لإقامة فاخرة بالقرب من الشمس والبحر.
Nap Corner - Nap for sale,8.4,"مدينة ماليه
– اعرض على الخارطة",يقع Nap Corner - Nap for sale في مدينة ماليه على بعد 1.1 كم من حديقة السلطان ويوفر غرف مع تكييف الهواء، يقع مكان الإقامة على مقربة من العديد من مناطق الجذب الشهيرة، وعلى بعد 1.2 كم من الاستاد الوطني...
3 هارتس,9.4,"فولهادهو
– اعرض على الخارطة",يقع 3 Hearts في فولهادهو ويبعد مسافة 25 كم من با أتول ويسمح باصطحاب الحيوانات الأليفة ويتميز بخدمة الواي فاي مجاناً، ويمكن للضيوف الاستمتاع بالمطعم الموجود في الموقع.
أوبلو سيليكت آت سانغيلي - شامل كليًا,9.6,"نورث ماليه آتول
– اعرض على الخارطة",يقع أوبلو سيلكت آت سانغيلي - الشامل كليًا في الجزيرة المرجانية الشمالية مالي أتول، ويضم مسبح خارجي، كما يحتوي هذا المنتجع المصنف 4 نجوم على فيلات وأجنحة مكيفة مستقلة بالكامل ومنفصلة تضم حمام خاص وتوفر...
ديفوشي وايت ساند بيتش,8.8,"ديفوشي
– اعرض على الخارطة",يقع ديفوشي وايت ساند بيتش وسط الخضرة الاستوائية، ويوفر مكان إقامة ومجموعة متنوعة من الرياضات المائية مثل رياضة ركوب الأمواج وصيد الأسماك والغوص. كما تتوفر خدمة الواي فاي مجانًا.
بيبي جزر المالديف,8.9,"ديفوشي
– اعرض على الخارطة",يقع Bibee Maldives في Dhiffushi ويوفر شاطئ خاص وغرف حديثة ومكيفة مع خدمة الواي فاي المجانية. يقع بيت الضيافة على بُعد 10 أمتار من شاطئ ديفوشي، ويضم مطعمًا انتقائيًا.
أنغسانا فيلافارو - 101 أكتيفيتيز,8.7,"دالو أتول
– اعرض على الخارطة",يوفر أنغسانا فيلافارو فيلات خاصة فاخرة فوق الماء ومواجهة للشاطئ، حيث تقع على جزيرة فيلافارو (جزيرة السلاحف) وتضم مسابح خاصة و3 مطاعم، كما تستغرق الرحلة بالطائرة المائية 45 دقيقة أو 60 دقيقة برحلة...
فيهالهوهي آيلاند ريزورت,8.8,"غوريدهو
– اعرض على الخارطة",يقع فيهالهوهي آيلاند ريزورت في ساوث مالي أتول ويتميز بمياه واضحة كريستالية وشواطئ رملية بيضاء ومناطق خضراء، كما يمكن للضيوف الاستمتاع بالمساج المريح في السبا.
Lily Beach Resort and Spa - All Inclusive,9.4,"دانجيثي
– اعرض على الخارطة",يقع منتجع وسبا ليلي بيتش الشامل كلياً ذوالـ 5 نجوم في Huvahendhoo، ويوفر فيلات وأجنحة فاخرة مجهزة بخدمة الواي فاي المجانية في جميع أنحاء مكان الإقامة، بالإضافة إلى مسبحين خارجيين ومركز للغوص و5 مناطق...
Thoddoo Beach Holiday Inn,9.5,"ثودو
– اعرض على الخارطة",يقع Thoddoo Beach Holiday Inn في ثودو ويوفر مرافق الرياضات المائية وخدمة الواي فاي المجانية. ويضم مكان الإقامة هذا مكتب استقبال يعمل على مدار الساعة، كما يوفر للضيوف مطعمًا.
Blue World Dharavandhoo,9.7,"دارافاندهو
– اعرض على الخارطة",يوفر Blue World Dharavandhoo دراجات مجانية وحديقة وتراس في دارافانتهو. تشمل المرافق المختلفة صالة مشتركة وبار. كما تتوفر خدمة الواي فاي المجانية وخدمة نقل المطار المجانية.
Keyla Inn,,"ثولوسدو
– اعرض على الخارطة",يقع Keyla Inn في ثولوسدو، ويوفر خدمة الواي فاي المجانية، ويمكن للضيوف الاستمتاع بمنطقة شاطئ خاص وحديقة، تم تجهيز جميع الوحدات مع ميكروويف ومحمصة وآلة القهوة وثلاجة وغلاية.
نوفينا,8.0,"مدينة ماليه
– اعرض على الخارطة",يقع Novina في مدينة ماليه. يقع مكان الإقامة على بعد 300 م من المتحف الوطني وعلى بعد أقل من 1 كم من ساحة الجمهورية وعلى بعد 12 دقيقة سيرا على الأقدام من منتزه سلطان.
أيه أيه أيه في إي إي إي نيتشرز براديس,8.5,"دالو أتول
– اعرض على الخارطة",يوفر أيه أيه أيه في إي إي إي نيتشرز براديس مكان إقامة في دالو أتول، كما يحتوي المنتجع على مركز سبا ومنطقة شاطئ خاصة ويمكن للضيوف الاستمتاع بتناول وجبة في المطعم.
فوليدهو إها لودج,9.5,"فوليدهو
– اعرض على الخارطة",يقع Fulidhoo Ihaa Lodge على شاطئ البحر في Fulidhoo ويضم حديقة وخدمة الواي فاي المجانية. ويضم مكان الإقامة هذا مكتب استقبال يعمل على مدار الساعة، كما يوفر للضيوف مطعمًا.
سومرست إن,8.7,"مدينة ماليه
– اعرض على الخارطة",يوفر سومرست إن أماكن إقامة في مدينة ماليه، ويوفر مرافق للشواء وخدمة الواي فاي مجاناً في الغرف، ويمكن للضيوف الاستمتاع بالمطعم الموجود في الموقع.
Seena Inn,9.3,"فوليدهو
– اعرض على الخارطة",يوفر Seena Inn خدمة الواي فاي المجانية وغرف مع تكييف في Fulidhoo. تشمل المرافق المختلفة منطقة شاطئ خاص وحديقة. ويضم مكان الإقامة مطعمًا وصالة مشتركة. تحتوي جميع غرف الضيوف في بيت الضيافة على غلاية.
وايت ساند ديغورا,9.4,"ديجوراه
– اعرض على الخارطة",يقع مكان الإقامة في ديغورا، كما يوفر تراس للتشمس ومرافق الرياضات المائية، كما يتمتع الضيوف بمطعم في الموقع.
فيلا كوكو,9.5,"ثودو
– اعرض على الخارطة",يقع Coco Villa في ثودو ويوفر مرافق للشواء وإطلالات على الحديقة. تفتح جميع الغرف على شرفات خاصة وتحتوي على ثلاجة صغيرة وغلاية كهربائية وتلفزيون بشاشة مسطحة وتوفر خدمة الواي فاي مجانًا، كما تتوفر لوازم...
أوبلو باي أتموسفير أت هيلينغيلي - شامل كليًا,9.4,"هيلينجيلي
– اعرض على الخارطة",يقع أوبلو باي أتموسفير أت هيلينغيلي في الجزيرة المرجانية الشمالية مالي أتول، وعلى بعد 50 دقيقة بالقارب السريع من مطار ماليه الدولي، كما يضم مركز سبا، ويوفر المنتجع مسبح خارجي وإطلالات على البحر، فيما...
Ohana Maldives,9.6,"ديفوشي
– اعرض على الخارطة",يقع في ديفوشي، ويضم منطقة شاطئ خاص ومرافق للشواء. تحتوي جميع الغرف على تلفزيون بشاشة مسطحة مع قنوات فضائية وحمام خاص. يتوفر مكتب الجولات السياحية لمساعدة الضيوف في التخطيط ليومهم في الخارج.
فيلي ثودو إن,9.7,"ثودو
– اعرض على الخارطة",يقع فيلي ثودو إن في ثودو، ويتميز بمنطقة شاطئية خاصة ومرافق للرياضات المائية، كما تتوفر خدمة الواي فاي مجانًا في جميع أنحاء مكان الإقامة، بالإضافة لمواقف خاصة مجانية للسيارات في الموقع، فيما يتم...
بيت ضيافة فوليدهو لا بيرلا,8.5,"فوليدهو
– اعرض على الخارطة",يقع بيت ضيافة فوليدهو لا بيرلا على واجهة الشاطئ ويتميز بإطلالات رائعة على البحر. ويقع مطار ماليه الدولي على مسافة 45 دقيقة بالقارب السريع.
ذا ميلروز,7.7,"مدينة ماليه
– اعرض على الخارطة",يقدم ذا ميلروز خدمة الواي الفاي المجانية داخل الغرف ومطعماً مطلاً على البحر ومكان إقامة يسمح باصطحاب الحيوانات الأليفة في مدينة ماليه.
بالم بيتش آيلاند ريزورت آند سبا مالديفز,8.2,"نايفارو
– اعرض على الخارطة",يقع هذا المنتجع وسط شاطئ رمليّ بطول 4 كم، ويوفر 3 خيارات مختلفة لتناول وجبات الطعام ليختار الضيوف من بينها، كما يمكن ترتيب أنشطة الرياضات المائية مثل الغوص وصيد السمك والتزلج على الماء وركوب الأمواج...
ميت هاوس,9.4,"ثولوسدو
– اعرض على الخارطة",يقع Met House في Thulusdhoo، ويوفر منطقة شاطئ خاص وخدمة الواي فاي المجانية. ويضم مكان الإقامة هذا مكتب استقبال يعمل على مدار الساعة، كما يوفر للضيوف مرافق للشواء. تحتوي الغرف على تراس مطل على البحر.
بيت ضيافة سامورا مالديف ثولوسدو,9.6,"ثولوسدو
– اعرض على الخارطة",يوفر بيت ضيافة سامورا مالديف ثولوسدو أماكن إقامة مواجهة للبحر في ثولوسدو ويتميز بخدمة الواي فاي مجاناً، ويوفر مكان المبيت والإفطار منطقة شاطئية خاصة ومرافق للرياضات المائية، كما يمكن للضيوف الاستمتاع...
غالاكسي صن رايز,9.2,"فوليدهو
– اعرض على الخارطة",يوفر Galaxy Sunrise مكان إقامة مع منطقة شاطئ خاص وخدمة الواي فاي المجانية، ويقع في Fulidhoo. ويتوفر حمام خاص مجهز بالكامل مع بيديت ولوازم استحمام مجانية. يقدم الإفطار اليومي خيارات كونتيننتال وبوفيه.
هورسبورغ آيلاند غيستهاوس,9.7,"تيلادو
– اعرض على الخارطة",يقع بيت ضيافة Horsburgh Island على با أتول. ويقدم غرفًا مكيفة تطل على الحديقة، كما يضم منطقة شاطئ خاص ومطعمًا خاصًا به. تحتوي كل غرفة على غلاية كهربائية وأريكة وتلفزيون بشاشة مسطحة مع قنوات الكابل.
أفييلا مانتا فيليدج,8.8,"دارافاندهو
– اعرض على الخارطة",يقع أفييلا مانتا فيليدج على طول الشاطئ الشمالي من دارافاندو، وهو عبارة عن فندق منزلي عصري يضم منطقة صالة واسعة وتراساً على السطح وغرفة ألعاب، ويوفر الفندق خدمة الواي فاي المجانية في المناطق العامة...
فندق لافيس بلانكورا,9.4,"دارافاندهو
– اعرض على الخارطة",يقع فندق لافيس بلانكورا على جزيرة دارافاندو، ويضم مطعمًا. وتتوفر خدمة الواي فاي مجانًا. يتمتع الضيوف في جميع الغرف المكيفة في الفندق بتلفزيون بشاشة مسطحة مع قنوات الكابل وميني بار.
إفيلا إن - ثودو,9.7,"ثودو
– اعرض على الخارطة",يقع Evila Inn - Thoddoo في ثودو ويضم حديقة وخدمة الواي فاي المجانية. تحتوي جميع الغرف على تلفزيون بشاشة مسطحة مع قنوات الكابل وحمام خاص. يوفر بيت الضيافة صالة مشتركة.
بيت ضيافة أميرة مالديف,9.4,"ديفوشي
– اعرض على الخارطة",يقع بيت ضيافة أميرة مالديف في كافو أتول الشمالية في ديفوشي كما تحيط به بحيرات شاطئية واسعة ذات جمال طبيعي، ويمكن للضيوف الاستمتاع بالمطعم الموجود في الموقع.
غراند بارك كودهيبارو، المالديف,9.2,"نورث ماليه آتول
– اعرض على الخارطة","يقع ""غراند بارك كودهيبارو، المالديف"" في ماليه آتول الشمالية على بُعد 20 دقيقة بالقارب السريع من ماليه، وتتوفر مجموعة من الفيلات المثالية المواجهة للشاطئ مع مسبح والفيلات العائمة فوق الماء مع إمكانية..."
Four Seasons Resort Maldives at Kuda Huraa,9.4,"نورث ماليه آتول
– اعرض على الخارطة",يقع منتجع فور سيزونز المالديف آت كودا هورا على جزيرة مرجانية خاصة به ويتميز بتصميم على طراز حديقة كما تم تنسيقه كقرية مالديفية تقليدية، ويتمتع بجو نابض بالحياة مع زهور استوائية، ويبعد مجرد 30 دقيقة...
أداران سيليكت ميدهوبارو,8.5,"Meedhoo
– اعرض على الخارطة",يقع آداران سيليكت ميدوبارو في را أتول بجزر المالديف ويوفر بنغلات فسيحة تتميز بإطلالات على الشاطئ والمحيط، كما يضم المنتجع مرفق مسبح خارجي وعلاجات سبا مميزة و5 منافذ لتناول الطعام.
بيت ضيوف أزوش توريست,8.9,"فولهادهو
– اعرض على الخارطة",يقع Azoush Tourist Guesthouse على جزيرة Fulhadhoo الجميلة ويضم مكتب استقبال يعمل على مدار 24 ساعة ويضم منطقة لتناول الطعام مع خيارات لتناول الطعام في الغرفة.
Heritance Aarah Ocean Suites - Premium All Inclusive,,"Meedhoo
– اعرض على الخارطة",يقع Heritance Aarah Ocean Suites - Premium All Inclusive في ميدهو، ويضم منطقة شاطئ خاص ويوفر خدمة الواي فاي مجانًا.
Cocoon Maldives,8.8,"لْهلفياني أتول
– اعرض على الخارطة",يقع Cocoon Maldives في جزيرة أوكولهوفينولو المذهلة النظيفة في لهلفياني أتول ويوفر مسبح خارجي ومسبح خارجي مفتوح على مدار السنة ومرافق للشواء، ويشمل المنتجع منطقة شاطئية خاصة ومرافق الرياضات المائية،...
بابايا هيفين,9.6,"ثودو
– اعرض على الخارطة",يقع Papaya Heaven في ثودو، ويضم منطقة شاطئ خاص ومرافق للشواء وخدمة الواي فاي المجانية. تحتوي جميع الغرف على تلفزيون بشاشة مسطحة مع قنوات الكابل وحمام خاص. يتوفر مطعم وصالة مشتركة.
هوليداي كوتدج ثودو، المالديف,9.6,"ثودو
– اعرض على الخارطة",يقدم هوليداي كوتدج ثودو، المالديف غرف مكيفة مع خدمة الواي فاي المجانية، ويوفر بيت الضيافة هذا استخدام منطقة شاطئ خاص، ويحتوي على مطعمه الخاص به ومرافق للشواء ومكتب استقبال يعمل على مدار 24 ساعة.
Quorizon Sandy Feet,9.5,"ثودو
– اعرض على الخارطة",يقع Quorizon Sandy Feet في ثودو ويضم منطقة شاطئ خاص وحديقة بالإضافة إلى مطعم، ويوفر بيت الضيافة ذو الـ 3 نجوم صالة مشتركة وخدمة الواي فاي المجانية. ويمكن للضيوف الاستفادة من البار.
TOURIST INN,9.2,"مدينة ماليه
– اعرض على الخارطة",يقع TOURIST INN في مدينة ماليه، ويوفر أماكن إقامة مع خدمة الواي فاي المجانية وتلفزيون بشاشة مسطحة، فضلاً عن صالة مشتركة.
هوليداي غراند ثودو,9.5,"ثودو
– اعرض على الخارطة",يقع Holiday Grand Thoddoo في ثودو، ويتميز بمنطقة شاطئ خاص وحديقة وخدمة الواي فاي المجانية، تشمل المرافق المختلفة تراس وصالة مشتركة.
بيت ضيافة إفيليا,8.7,"فوليدهو
– اعرض على الخارطة",يقع Eveyla guesthouse في Fulidhoo، ويضم منطقة شاطئ خاص ومرافق للشواء وتراس وخدمة الواي فاي المجانية. ويضم مكان الإقامة هذا مكتب استقبال يعمل على مدار الساعة، كما يوفر للضيوف مطعمًا.
منتجع وسبا مالديف سينترا رس فوشى,8.9,"نورث ماليه آتول
– اعرض على الخارطة",يوفر منتجع وسبا مالديف سينترا رس فوشى للبالغين فقط شاطئ فاخر وأماكن إقامة فوق الماء للبالغين في جزيرة ماليه آتول الشمالية الاستثنائية، ويتوفر سبا مواجه للبحر ومركز غوص معتمد من قبل اتحاد مدربي الغوص...
نزل سانسيا,8.6,"فوليدهو
– اعرض على الخارطة",يوفر نزل سانسيا مكان إقامة في فوليدو، ويتميز بخدمة الواي فاي مجانًا في جميع أنحاء مكان الإقامة، كما يمكن للضيوف الاستمتاع بالمطعم الموجود في الموقع.
