name,rate,location,description
Emporio Ixtapa,8.1,"اكستابا
– اعرض على الخارطة",يقع هذا الفندق Ixtapa على شاطئ خاص يطل على Palmar Bay. ويضم مسبح فسيح في الهواء الطلق ومسبح للأطفال وسبا كامل الخدمات وغرف مع ميني بار. تتميز غرف Emporio Ixtapa بتكييف وحمام خاص.
Selina Cancun Lagoon Hotel Zone,7.9,"منطقة الفنادق, كانكون
– اعرض على الخارطة",يقع فندق سيلينا كانكون لاغون زون في كانكون، على بُعد 60 متر من كوكو بونغو، ويضم عدد من وسائل الراحة بما في ذلك حديقة وخدمة الواي فاي المجانية، كما يضم مكان الإقامة هذا أيضاً بار وصالة مشتركة، بالإضافة...
PentHouse 5th ave,9.1,"Centro, بلايا ديل كارمن
– اعرض على الخارطة",يقع Penthouse 5th ave، وهو مكان إقامة مع مسبح في الهواء الطلق وتراس، على بعد خطوات قليلة من محطة حافلات ADO الدولية.
Mision Torreon,8.0,"توريون
– اعرض على الخارطة",يقع Misión Torreón على بعد 200 م من منتزه كامبيستري بارك، ويوفر مسبحًا في الهواء الطلق وخدمة الواي فاي مجانًا وجيم يعمل على مدار الساعة.
City Express Ciudad de Mexico Aeropuerto,8.4,"مدينة ميكسيكو
– اعرض على الخارطة","Featuring free WiFi throughout the property, City Express Ciudad de Mexico Aeropuerto is set in Mexico City, 4 km from Templo Mayor. Complimentary breakfast is offered daily."
City Express Junior Juárez Consulado,8.4,"سيوداد خواريز
– اعرض على الخارطة",يقع City Express Junior Juárez Consulado بجانب الولايات المتحدة القنصلية ، على بعد 8 كم من وسط مدينة سيوداد خواريز.
One La Paz,8.7,"لاباز
– اعرض على الخارطة",يقع One La Paz على بعد 10 دقائق سيرا على الأقدام من ساحل المحيط في وسط لاباز وعلى بعد 5 دقائق سيرا على الأقدام إلى الرصيف ويضم هذا الفندق العصري مسبح في الهواء الطلق ويوفر وجبة إفطار مجانية ومواقف...
Hard Rock Hotel Guadalajara,8.4,"غواذالاخارا
– اعرض على الخارطة","Located in Guadalajara, 7 km from Guadalajara Cathedral, Hard Rock Hotel Guadalajara features an outdoor swimming pool, as well as free WiFi."
Arrecifes Suites,8.3,"بويرتو موريلوس
– اعرض على الخارطة",يقع Arrecifes Suites على شاطئ خاص يبعد 900 متر فقط من بويرتو موريلوس، ويضم حدائق استوائية وتراسات مع الأراجيح ومرافق للشواء. يأتي كل جناح واستوديو مكيف الهواء مع مطبخ صغير.
Hostal MX,8.3,"Centro, بلايا ديل كارمن
– اعرض على الخارطة","This Playa del Carmen hostel is located on 5th Avenue in central Playa del Carmen, which features shopping and dining. The property offers guests a hot tub as well as private or shared accommodation."
Antera Hotel & Residences,9.7,"Centro, بلايا ديل كارمن
– اعرض على الخارطة",يقع Antera Hotel & Residences في بلايا ديل كارمن على بعد 700 م من محطة حافلات ADO الدولية ويوفر خدمة الواي فاي المجانية وتسجيل الوصول والمغادرة السريع.
Jolie Jungle,9.2,"Leona Vicario
– اعرض على الخارطة",يقع Jolie Jungle داخل الغابات المطرية في Mayan Rivera، في بويرتو موريلوس، على طول طريق Cenotes. ويضم غرفة بخار مكسيكية تيمازكال ومسبحًا في الهواء الطلق.
Holiday Inn Express Mexico Reforma,8.6,"خواريز, مدينة ميكسيكو
– اعرض على الخارطة",يقع هذا الفندق بموقع مركزي في شارع ريفورما في مدينة مكسيكو وعلى بعد 500 متر من محطة مترو ريفورما. ويتميز بجيم ويقدم خدمة الواي فاي المجانية ووجبة إفطار كونتيننتال مجانية.
B&B Boca del Rio,7.4,"بوكاي ديل ريو
– اعرض على الخارطة",يقع B&B Boca del Rio في بوكا ديل ريو في منطقة فيراكروز ويوفر تراس ومركز للياقة البدنية.
Holiday Inn Express San Luis Potosí,9.0,"سان لويس بوتوسي
– اعرض على الخارطة",يضم هذا الفندق العصري مسبحًا في الهواء الطلق وحوض استحمام ساخن ويوفر خدمة الواي فاي المجانية وإطلالات بانورامية على مدينة San Luis Potosí، ويوفر خدمة نقل مجانية إلى مطار Ponciano Arriaga الذي يقع على...
Hampton Inn & Suites by Hilton Paraiso,8.8,"بارايسو
– اعرض على الخارطة",يقع Hampton Inn & Suites by Hilton Paraiso في بارايسو في منطقة تاباسكو، ويضم مسبحًا في الهواء الطلق ومركزًا للياقة البدنية. ويمكن للضيوف الاستمتاع بمطعم للوجبات الخفيفة في الموقع.
Amaia Hotel,8.7,"سايوليتا
– اعرض على الخارطة",يقع Amaia Hotel في سايوليتا ويضم مسبح في الهواء الطلق. ويضم الفندق ذو الـ 4 نجوم حديقة وغرفًا مكيفة مع خدمة الواي فاي المجانية. ويمكن للضيوف الاستفادة من التراس.
Hyatt Regency Merida,8.6,"Paseo de Montejo, ميريدا
– اعرض على الخارطة",يتميز Hyatt Regency Mérida بمطعمين في الموقع ومسبح في الهواء الطلق يقع في الطابق الثالث، ويبعُد أقل من 3 كم عن وسط مدينة ميريدا، ويشتمل على جاكوزي ومركز للياقة البدنية وملاعب تنس.
Casa Valladolid Boutique Hotel,8.9,"فالادوليد
– اعرض على الخارطة",يقع Casa Valladolid Boutique Hotel في بلد الوليد ويوفر مسبح في الهواء الطلق وخدمة الواي فاي المجانية. يضم مكان الإقامة حديقة وتراس.
Casa Seloa,8.9,"بلايا ديل كارمن
– اعرض على الخارطة",يقع Casa Seloa في بلايا ديل كارمن ويضم مرافق للشواء وحديقة. تم بناء مكان الإقامة في عام 2010، ويقع على بُعد 1.5 كم من محطة حافلات ADO الدولية. وتتوفر خدمة الواي فاي المجانية.
Palacio 199 - Adults Only,9.8,"Romantic Zone, بويرتو فايارتا
– اعرض على الخارطة",يقع Palacio 199 - Adults Only في منطقة Romantic Zone في بويرتو فالارتا على بعد 8 كم من Cruise Ship Pier و14 كم من مركز Puerto Vallarta الدولي للمؤتمرات، ويوفر مسبح في الهواء الطلق.
"El Cielo Winery & Resort, By Karisma",9.2,"فالي دي جوادالوبي
– اعرض على الخارطة",El Cielo Winery & Resort. يحتوي By Karisma على مسبح موسمي في الهواء الطلق وحديقة وتراس في Valle de Guadalupe. ويوفر هذا الفندق ذو الـ 5 نجوم خدمة الواي فاي المجانية.
Suite Casa Tortuga,9.0,"Tulum City Centre, تولوم
– اعرض على الخارطة",يقع Suite Casa Tortuga على بعد 4.4 كم من موقع تولوم الأثري وعلى بعد 700 م من محطة حافلات تولوم، ويوفر أماكن إقامة مع خدمة الواي فاي المجانية وتكييف وتلفزيون بشاشة مسطحة.
Comfort Inn San Luis Potosi,8.5,"سان لويس بوتوسي
– اعرض على الخارطة",Comfort Inn San Luis Potosí is located in central San Luis Potosí and the city’s Central Park and Railroad Museum can be located 2.4km away.
Departamentos X`Kanlol,9.7,"إسامال
– اعرض على الخارطة",يقع Departamentos X`Kanlol في Izamal ويوفر مكان إقامة مع تلفزيون بشاشة مسطحة. وتتوفر خدمة الواي فاي المجانية. كما يمكن للضيوف الاسترخاء في الحديقة.
Mision Ciudad Valles,7.3,"سيوداد فاليس
– اعرض على الخارطة",يقع هذا الفندق في منطقة La Huasteca المكسيكية وتحيط بها بيئة طبيعية جميلة، بما في ذلك الشلالات الخلابة، ويقدم وسائل الراحة المدروسة وأمكان إقامة مريحة وخيارات تناول الطعام في الموقع.
Holiday Inn Tampico-Altamira,8.6,"Altamira
– اعرض على الخارطة",يضم هذا الفندق العصري مسبحًا في الهواء الطلق وملاعب للتنس وجيم، ويقع على بُعد 10 دقائق فقط بالسيارة من مطار فرانسيسكو خافيير مينا الدولي.
Seven Crown La Paz Malecon,8.7,"لاباز
– اعرض على الخارطة",يقع هذا الفندق في وسط مدينة لاباز، ويطل على المحيط، ويبعُد مسافة 15 دقيقة عن مطار لاباز الدولي. وتتوفر خدمات المساج بالإضافة إلى خدمة الواي فاي المجانية في جميع الغرف.
Depto. San Andrés Cholula 3002,9.9,"Tlaxcalancingo
– اعرض على الخارطة",يقع Depto في Tlaxcalancingo في منطقة ولاية بويبلا. يحتوي San Andrés Cholula 3002 على فناء. وتتميز الشقة بإطلالات على الحديقة وتقع على بعد 10 كم من بويبلا.
Hampton Inn Torreon Airport-Galerias,8.6,"توريون
– اعرض على الخارطة",يتمتع هذا الفندق بموقع مميز في مدينة توريون النابضة بالحياة في كواويلا في المكسيك، ويقع بالقرب من مجموعة متنوعة من مناطق الجذب السياحي، كما يوفر وسائل راحة للمسافر العصري.
Hotel Villa del Sol,8.0,"سيوداد خواريز
– اعرض على الخارطة",يقع Hotel Villa del Sol في سيوداد خواريز على بعد 2 كم من القنصلية الأمريكية. ويتوفر مسبح في الهواء الطلق وخدمة الواي فاي المجانية ومواقف مجانية للسيارات. الغرف مكيفة ومدفئة.
Rosewood Mayakoba,9.7,"Mayakoba, بلايا ديل كارمن
– اعرض على الخارطة",يحتوي منتجع Rosewood Mayakoba الفاخر على 3 مسابح خارجية و3 مطاعم وسبا ونادي أطفال يقدم أنشطة خاصة للأطفال.
Holiday Inn Express Guaymas,8.7,"غوايماس
– اعرض على الخارطة",يقع Holiday Inn Express Guaymas على بعد 6 كم فقط من مطار Guaymas في الدولي، ويوفر مسبحاً في الهواء الطلق وجيم وغرفاً وظيفية مع خدمة الواي فاي المجانية. توفر مواقف مجانية للسيارات ووجبة إفطار مجانية.
Hotel B&B by Playa del Karma,8.6,"Centro, بلايا ديل كارمن
– اعرض على الخارطة",يقع فندق Playa del Karma على بعد دقائق فقط من المحلات التجارية في الجادة الخامسة الشهيرة في بلايا ديل كارمن، وتحيط به الحدائق الاستوائية.
PLAYA 38 - HOTEL BOUTIQUE,8.9,"Centro, بلايا ديل كارمن
– اعرض على الخارطة",PLAYA 38 - HOTEL BOUTIQUE features an outdoor swimming pool and a terrace in Playa del Carmen. The 3-star hotel has air-conditioned rooms with a private bathroom and free WiFi.
Hotel Casa Tota,8.8,"تودوس سانتوس
– اعرض على الخارطة",يقع هذا الفندق الساحر على بعد 5 دقائق سيرًا على الأقدام من وسط المدينة وعلى بعد 10 دقائق بالسيارة من الشاطئ.
RIU Plaza Guadalajara,9.1,"Zona Expo, غواذالاخارا
– اعرض على الخارطة",RIU Plaza Guadalajara is situated 1.5 km from Expo Guadalajara Exhibition Centre and free WiFi is offered throughout.
Villa Airport B&B,8.0,"كانكون
– اعرض على الخارطة",يقع على بعد 5 كم من مطار كانكون الدولي وعلى بعد 9 كم من وسط كانكون ومنطقة الفنادق. تقع محطة الحافلات التي توفر سهولة الوصول إلى بلايا ديل كارمن وتولوم على مسافة قريبة.
ساندوس بلاي كار بيتش ريزورت الشامل كليًا,8.5,"Playacar Zona Hotelera, بلايا ديل كارمن
– اعرض على الخارطة",يتمتع هذا المنتجع الشامل كليًا بموقع مميز على شاطئ خاص بطول 800 متر، ويضم 4 مسابح ونادٍ للأطفال والمراهقين وملعب للميني غولف مكون من 9 حفر، كما يقع هذا الفندق في بلايا ديل كارمن بالقرب من منتزه...
Riviera Towers,9.3,"بلايا ديل كارمن
– اعرض على الخارطة",يضم Riviera Towers غرفة للياقة البدنية، فضلاً عن أماكن إقامة مكيفة في بلايا ديل كارمن، على بعد 2.5 كم من محطة حافلات ADO الدولية. وتتوفر خدمة الواي فاي المجانية.
Hotel Mesaluna Near American Consulate,8.6,"سيوداد خواريز
– اعرض على الخارطة",Hotel Mesaluna Near American Consulate features a snack bar by the swimming pool and it is located a few steps away from the new American Consulate.
روزا ديل فينتو,8.7,"Zona Hotelera, تولوم
– اعرض على الخارطة",يقع هذا الفندق الساحر على شواطئ تولوم الجميلة ويحيط به النباتات الوارفة، ويتميز بمنطقة شاطئ خاص مع إطلالات خلابة على البحر الكاريبي.
NH Mexico City Centro Historico,8.5,"وسط مكسيكو سيتي التاريخي, مدينة ميكسيكو
– اعرض على الخارطة","NH Mexico City Centro Historico is only steps from the Metropolitan Cathedral, in the heart of Mexico City. It offers modern soundproofed rooms with free Wi-Fi and easy access to popular attractions."
Agua de Vid,7.9,"فالي دي جوادالوبي
– اعرض على الخارطة",يقع Agua de Vid في Valle de Guadalupe على بعد 2.2 كم من مصنع Adobe Guadalupe للنبيذ، ويوفر وسائل الراحة بما في ذلك مسبح موسمي في الهواء الطلق وحديقة.
Ocean Zen Suites on 5th Avenue - Adults Only,8.8,"5th Avenue, بلايا ديل كارمن
– اعرض على الخارطة",يوفر Ocean Zen Suites - Eco Luxury Hotel Suites مسبح لا متناهي مذهل على السطح مع إطلالات على المياه الزرقاء الفيروزية لمنطقة البحر الكاريبي المكسيكية على الأشجار الخضراء المورقة.
فندق غراند فيلاز ريفييرا مايا - شامل كلياً,9.5,"Mayakoba, بلايا ديل كارمن
– اعرض على الخارطة",يوفر فندق غراند فيلاز ريفييرا مايا - الشامل كلياً إطلالات رائعة على بحر الكاريبي وهو منتجع فاخر شامل كلياً يتميز بمسبح خارجي كبير وسبا و3 مطاعم طوال اليوم و5 مناطق تناول طعام للمأكولات الراقية وأجنحة...
Casa Inn Business Irapuato,8.8,"إيرابواتو
– اعرض على الخارطة",يقع Casa Inn Business Irapuato في Irapuato. توفر جميع أماكن الإقامة في الفندق ذو الـ 4 نجوم إطلالات على المدينة، ويمكن للضيوف الاستمتاع بالدخول إلى مسبح في الهواء الطلق.
La Leyenda Boutique Hotel,9.2,"Centro, بلايا ديل كارمن
– اعرض على الخارطة",يقع La Leyenda Boutique Hotel في منطقة Centro del Carmen على بعد أقل من 1 كم من محطة حافلات ADO الدولية وعلى بعد 19 دقيقة سيرا على الأقدام من محطة Playa del Carmen البحرية.
Be Tulum Beach & Spa Resort,9.2,"Zona Hotelera, تولوم
– اعرض على الخارطة",يقع هذا الفندق في تولوم بالمكسيك، ويوفر 64 جناح أنيق. ويحتوي الفندق على 3 مطاعم في الموقع وبار واحد ومسبحين خارجيين. يتم الترحيب بالأطفال الذين لا تقل أعمارهم عن 13 في مكان الإقامة هذا.
فندق جراند تيجوانا,8.5,"تيخوانا
– اعرض على الخارطة","Set within 10 minutes’ drive of Tijuana Airport, the US Border and the city centre, Grand Hotel Tijuana offers spacious rooms with free Wi-Fi."
Ixchel Beach Hotel,8.9,"إيسلا موخيريس
– اعرض على الخارطة",يقع هذا الفندق على الشاطئ الشمالي مباشرةً في جزيرة Isla Mujeres في المكسيك، وعلى بعد 7 كم من مدينة Cancun، ويوفر الدخول إلى مجموعة متنوعة من الأنشطة.
City Express Junior Merida Altabrisa,8.4,"ميريدا
– اعرض على الخارطة",يقع City Express Junior Merida Altabrisa في ميريدا ويضم مسبح في الهواء الطلق وحديقة. ويوفر هذا الفندق ذو الـ 3 نجوم خدمة نقل مكوكية مجانية وخدمة الواي فاي المجانية.
Bahia Tolok,9.1,"إيسلا موخيريس
– اعرض على الخارطة",يقع Bahia Tolok في جزيرة موخيريس في منطقة كوينتانا رو، مع Dolphin Discovery Isla Mujeres القريبة، ويوفر مكان إقامة مع خدمة الواي فاي المجانية.
Hotel Punta Esmeralda,8.3,"بلايا ديل كارمن
– اعرض على الخارطة",يقع Hotel Punta Esmeralda في بلايا ديل كارمن على بعد 5 كم من محطة الحافلات الدولية ADO ويضم عدد من وسائل الراحة بما في ذلك مسبح في الهواء الطلق وتراس وصالة مشتركة.
Hostel Che Tulum,8.1,"Tulum City Centre, تولوم
– اعرض على الخارطة",يفتح Hostel Che Tulum أبوابه في مكان كبير ومنعش في وسط المدينة، مع مسبح كبير ومنطقة خضراء كبيرة للاستمتاع. يقع موقع تولوم الأثري على بعد 2.9 كم.
Fiesta Inn Insurgentes Sur,8.6,"مدينة ميكسيكو
– اعرض على الخارطة","Fiesta Inn Insurgentes Sur is located at the southern end of Insurgentes Avenue, 14 km from central Mexico City. This modern hotel features a gym, 24-hour reception, free Wi-Fi and parking."
Hotel de CIMA,7.1,"Malecon of Mazatlan, مازاتلان
– اعرض على الخارطة",يقع Hotel de CIMA على الواجهة البحرية في مازاتلان، ويوفر مسبح كبير وسهولة الوصول إلى الشاطئ. كما يوفر الفندق خدمة الواي فاي المجانية.
Microtel Inn and Suites by Wyndham Juarez,8.0,"سيوداد خواريز
– اعرض على الخارطة",This Ciudad Juarez hotel is located within the US Consulate premises and next to the US Consulate Hospital. The hotel offers a gym and rooms with free Wi-Fi.
City Express Junior CDMX Sullivan,8.9,"سان رافائيل, مدينة ميكسيكو
– اعرض على الخارطة",يقع City Express Junior CDMX Sullivan في مكسيكو سيتي على بعد 1.2 كم من سفارة الولايات المتحدة، يتمتع هذا الفندق بموقع ملائم في حي ريفورما على بعد 1.6 كم من ملاك الاستقلال.
MIXTECA CONDOS ON 5TH AVE,,"Centro, بلايا ديل كارمن
– اعرض على الخارطة",يقع MIXTECA CONDOS ON 5TH AVE على بعد 2.3 كم من محطة حافلات ADO الدولية ويوفر مكان إقامة في بلايا ديل كارمن، وتتوفر خدمة الواي فاي المجانية.
Hard Rock Hotel Vallarta All Inclusive,8.6,"نويفو فايارتا
– اعرض على الخارطة",يقع هذا المنتجع الشامل كليًا على شاطئ باهيا دي بانديراس في نويفو فايارتا، كما يطل على المحيط الهادي. ويوفر مرافق فاخرة وأماكن إقامة مثالية لقضاء عطلة لا تُنسى.
Hotel San Vicente,8.1,"Centro, بلايا ديل كارمن
– اعرض على الخارطة",يقع Hotel San Vicente في بلايا ديل كارمن على بعد 800 م من محطة حافلات ADO الدولية ويضم حديقة.
Vista del Caribe,9.3,"وسط مدينة كانكون, كانكون
– اعرض على الخارطة",يقع Vista del Caribe على بُعد 1.8 كم من محطة حافلات كانكون، ويوفر مسبحًا في الهواء الطلق ومرافق للشواء وخدمة الواي فاي المجانية، تحتوي جميع الوحدات على منطقة جلوس وتلفزيون بشاشة مسطحة مع قنوات الكابل...
ميزكال هوستل,9.0,"وسط مدينة كانكون, كانكون
– اعرض على الخارطة","Just 1 km from Bonampak Avenue, and 1.3 km from Kukulkan Boulevard, Mezcal Hostel is a rustic-style property in central Cancun."
Holiday Inn San Luis Potosi-Quijote,8.3,"سان لويس بوتوسي
– اعرض على الخارطة",يقدم Holiday Inn San Luis Potosi-Quijote مسبح في الهواء الطلق وملعب تنس وجيم على مدار 24 ساعة وغرف حديثة مع خدمة الواي فاي المجانية.
Mision San Gil,8.1,"سان خوان ديل ريو
– اعرض على الخارطة",يقع هذا المبنى الرئيسي الأنيق الذي يعود إلى القرن الـ 16 الأنيق في منطقة سان جيل بكويريتارو في المكسيك، ويتميز بتفاصيل زخرفية تقليدية نموذجية على الطراز الاستعماري للمكسيك وكذلك وسائل الراحة الفريدة...
City Express Junior Leon Centro de Convenciones,8.6,"ليون
– اعرض على الخارطة",يقع City Express Junior Leon Centro de Convenciones في ليون على بعد 600 م من ليون بوليفوروم ويضم مطعم. يقع مكان الإقامة على بعد 2.6 كم من الساحة الرئيسية وعلى بعد 2.6 كم من كاتدرائية ليون.
Colonte Hotel Origen,9.2,"فالادوليد
– اعرض على الخارطة",يقع Colonte Hotel Origen في Valladolid ويوفر مكان إقامة مع مسبح في الهواء الطلق وحديقة وتراس. ويضم مكان الإقامة هذا مكتب استقبال يعمل على مدار الساعة، كما يوفر للضيوف مطعمًا.
Rancho Labradores,8.3,"Atotonilco
– اعرض على الخارطة",يقع مكان الإقامة الريفي هذا في الريف، بالقرب من مدينة سان ميغيل دي أليندي، ويضم مسبح مياه حارة ومركزًا صغيرًا مجانيًا للياقة البدنية، ويوفر Rancho Labradores خدمة الواي فاي مجانًا في المناطق العامة.
Hotel Noraa Inn,8.1,"Centro, بلايا ديل كارمن
– اعرض على الخارطة",يقع فندق Noraa Inn في بلايا ديل كارمن على بعد 1.2 كم من محطة ADO الدولية للحافلات و1.8 كم من محطة Playa del Carmen البحرية، ويوفر مكان إقامة مع مسبح في الهواء الطلق.
Villa Alejandra Hotel Boutique,8.0,"Centro, بلايا ديل كارمن
– اعرض على الخارطة",تقع Villa Alejandra في بلايا ديل كارمن على بعد 700 م من الجادة الخامسة والشاطئ وتوفر مسبح خارجي ومرافق للشواء، تحتوي جميع الغرف المكيفة في هذا الفندق على تلفزيون بشاشة مسطحة.
Wyndham Garden Mexico City - Polanco,8.1,"بولانكو, مدينة ميكسيكو
– اعرض على الخارطة",يقع فندق Wyndham Garden Mexico City - Polanco في حي بولانكو المزدهر في مكسيكو سيتي، ويقع على مقربة من العديد من أماكن التسوق وتناول الطعام، ويوفر وسائل راحة مدروسة، مثل خدمة الإنترنت اللاسلكي...
Doubletree By Hilton Mexico City Santa Fe,8.9,"Santa Fe, مدينة ميكسيكو
– اعرض على الخارطة","Situated next to the Expo-Bancomer Santa Fe Convention Centre, this modern hotel has an indoor pool and gym. The stylish rooms offer flat-screen cable TV and views of the Valley of Mexico."
Luna Maya,7.9,"Tulum City Centre, تولوم
– اعرض على الخارطة",يقع Luna Maya في تولوم على بعد 3.5 كم من موقع تولوم الأثري ويضم حديقة. يقع مكان الإقامة على بعد أقل من 1 كم من محطة حافلات تولوم وعلى بعد 2.8 كم من محطة الحافلات تولوم Ruins.
سيكريتس كابري ريفيرا كانكون شامل كليًا - للبالغين فقط,8.6,"بلايا ديل كارمن
– اعرض على الخارطة",يقع Secrets Capri Riviera Cancun الفاخر المخصص للبالغين فقط في بلايا ديل كارمن، ويتميز بمسبح مواجه للمحيط و6 مطاعم وسبا شامل وخدمة الواي فاي المجانية، ويبعد المنتجع المصنف 5 نجوم والحائز على AAA...
Sevilla Palace,8.4,"Tabacalera, مدينة ميكسيكو
– اعرض على الخارطة",يتميز هذا الفندق بموقع مركزي على بعد خطوات فقط من منطقة Zona Rosa الشهيرة بمدينة مكسيكو، ويوفر خياران مختلفان لتناول الطعام في الموقع وغرفاً عصرية ومجموعة متنوعة من وسائل الراحة الحديثة.
Hyatt Place La Paz,8.9,"لاباز
– اعرض على الخارطة","Hyatt Place La Paz is located 10 minutes’ drive from central La Paz, Baja California Sur. The hotel is modern and offers an outdoor pool, restaurant and bar. Free WiFi is also available."
Sea-esta Condo On The Beach,9.3,"بورتو بيناسكو
– اعرض على الخارطة",تقع هذه الشقة المكيفة المكونة من غرفتي نوم وحمامين في بويرتو بيناسو، في منتجع Princesa de Penasco ذو البوابة على شاطئ ساندي، وتحتوي على تراس وحديقة مع 3 مسابح في الهواء الطلق، ويمكن للضيوف الاستفادة...
Casa Pepe,9.3,"وسط مكسيكو سيتي التاريخي, مدينة ميكسيكو
– اعرض على الخارطة",يقع Casa Pepe في مكسيكو سيتي على بعد 600 م من ساحة زوكالو وعلى بعد أقل من 1 كم من كاتدرائية متروبوليتان في مكسيكو سيتي ويوفر مكان إقامة مع خدمة الواي فاي المجانية.
Hotel Porto Allegro Puerto Vallarta,8.9,"Downtown Puerto Vallarta, بويرتو فايارتا
– اعرض على الخارطة",يقع Hotel Porto Alegre Puerto Vallarta في وسط بويرتو فايارتا وعلى بعد 50 متراً من Plaza de Armas، ويوفر خدمة الواي فاي المجانية وتراس مع حديقة على السطح ومسبح في الهواء الطلق ومركز للياقة البدنية على...
كاسا بيلي,9.3,"Playacar Fase II, بلايا ديل كارمن
– اعرض على الخارطة",يقع Casa Pili في بلايا ديل كارمن، ويضم أماكن إقامة مجهزة تجهيزًا جيدًا توفر خدمة الواي فاي مجانًا، على بُعد 12 دقيقة سيرًا على الأقدام من محطة بلايا ديل كارمن البحرية وعلى بُعد 1 كم من محطة حافلات ADO...
Platinum Yucatan Princess All Inclusive Suites & Spa Resort - Adults Only,8.6,"بلايا ديل كارمن
– اعرض على الخارطة",يقع Platinum Yucatan Princess All Suites & Spa Resort على بعد 10 كم من ساحة بلايا ديل كارمن الرئيسية، ويضم مسبح خارجي ومركز عافية وسبا وخدمة الواي فاي مجانًا في جميع أنحائه.
Dreams Los Cabos Suites Golf Resort & Spa,8.7,"كابو سان لوكاس
– اعرض على الخارطة",يقع منتجع Dreams Suites Golf & Spa Cabo San Lucas - All Inclusive في لوس كابوس، ويبعُد 4.1 كم عن شاطئ Chileno، ويتميز بسبا كامل الخدمات، وتتوفر ثلاثة مسابح متألقة واليوغا على الشاطئ مع إطلالات على...
Casa Felicidad B&B,9.2,"Centro, بلايا ديل كارمن
– اعرض على الخارطة",يقع Casa Felicidad وهو إفطار ومبيت في وسط بلايا ديل كارمن، ويوفر خدمة الواي فاي المجانية وبوفيه إفطار يتضمن القهوة الإيطالية.
Hostería Misión de San Francisco,7.4,"Chiconcuac
– اعرض على الخارطة",يقع Hostería Misión de San Francisco في Chiconcuac ويضم حديقة. ويضم مكان الإقامة هذا مكتب استقبال يعمل على مدار الساعة، كما يوفر للضيوف مسبحًا في الهواء الطلق. تحتوي جميع الغرف على تراس مطل على...
Vallarta Shores Beach Hotel,9.3,"South Shore Hotel Area, بويرتو فايارتا
– اعرض على الخارطة","Vallarta Shores Condohotel, located on Puerto Vallarta's Los Muertos Beach feature one-bedroom and two-bedroom suites with Mexican décor, fully equipped kitchen, flat-screen cable TV and a balcony..."
Hacienda Temozon a Luxury Collection Hotel,8.9,"Abalá
– اعرض على الخارطة",يوفر Hacienda Temozon a Luxury Collection Hotel غرف جميلة مع تراسات وسبا ومسبح في الهواء الطلق، ويطل على الريف خارج Sinhunchén. ويقع وسط حدائق استوائية في منزل ريفي مكسيكي يعود للقرن الـ 16.
Hotel Real del Rio,8.4,"Rio Tijuana, تيخوانا
– اعرض على الخارطة",يتمتع فندق Real del Rio بموقع مركزي في الحي المالي في تيخوانا على بعد 5 دقائق بالسيارة من حدود سان يسيدرو مع الولايات المتحدة، ويضم مكتب استقبال يعمل على مدار الساعة وجيم ويوفر خدمة الواي فاي المجانية...
City Express Tepic,8.9,"تيبيك
– اعرض على الخارطة",يقع City Express Tepic في Tepic، على بعد 8 كم من Amado Nervo Auditorium، ويحتوي على مركز للياقة البدنية وخدمة الواي فاي المجانية. يوفر هذا الفندق ذو الـ 4 نجوم مكتب استقبال يعمل على مدار 24 ساعة.
3min FERRY I.Mujeres HABT en Bahia CANCUN 1,9.1,"كانكون
– اعرض على الخارطة",تقع في كانكون، 3min FERRY I.Mujeres. HABT. يوفر Bahia CANCUN 1 أماكن إقامة مع مسبح في الهواء الطلق وخدمة الواي فاي المجانية وحديقة وتراس.
Hacienda Maria Bonita Hotel,8.5,"Centro, بلايا ديل كارمن
– اعرض على الخارطة",يقع هذا الفندق في وسط بلايا ديل كارمن، على بعد صفي مباني فقط من الشاطئ، ويوفر غرف مكيفة الهواء مصممة على الطراز المكسيكي، ويتوفر أيضًا مطعم في الموقع.
Hotel Myko Playa Del Carmen,8.6,"Centro, بلايا ديل كارمن
– اعرض على الخارطة",يقع Hotel Myko Playa Del Carmen في بلايا ديل كارمن على بعد 2.6 كم من محطة حافلات ADO الدولية ويضم مسبح في الهواء الطلق وحديقة وكذلك تراس.
Hotel Parador de Alcalá,9.0,"Oaxaca Historic Centre, مدينة أواكساكا
– اعرض على الخارطة",يقع Hotel Parador de Alcalá في أواكساكا ذي خواريث، على بعد دقيقتين سيراً من متحف الفنون المعاصرة ومن كنيسة سانت دومينغو، ويوفر مسبحاً في الهواء الطلق ومطعماً.
LA MAR Hotel Boutique - 5Th Avenue,8.2,"Centro, بلايا ديل كارمن
– اعرض على الخارطة","LA MAR Hotel Boutique - 5Th Avenue is located in Playa del Carmen, 3 km from ADO International Bus Station and 3.6 km from Playa del Carmen Maritime Terminal."
Hotel Doralba Inn,8.0,"Centro de Merida, ميريدا
– اعرض على الخارطة",يقع Hotel Doralba Inn في قصر استعماري في المنطقة التاريخية وعلى بعد 300 متر من بلازا مايور، ويتوفر في هذا المنتزه المركزي كاتدرائية وقصر الحكومة ومتحف أوليمبو ومنزل كاسا دي مونتيجو والذي يعود إلى مؤسس...
