name,location,"rating ",description
Sweet Inn -Jerusalem Citadel,"القدس الغربية, القدس
– اعرض على الخارطة",8.8,يقع Sweet Inn -Jerusalem Citadel على بعد 2.2 كم من الحائط الغربي في القدس، ويوفر أماكن إقامة مع مطبخ. كما يتوفر للضيوف شرفة خاصة.
Sweet Inn - Akhad Ha-am,"القدس الغربية, القدس
– اعرض على الخارطة",9.2,يقع Sweet Inn - Akhad Ha-am في القدس على بعد 2.8 كم من الحائط الغربي ويوفر غرفة معيشة مع تلفزيون بشاشة مسطحة وخدمة الواي فاي المجانية.
Royal Mamila Palace,"القدس الغربية, القدس
– اعرض على الخارطة",8.8,يقع Royal Mamila Palace في القدس على بعد 2.3 كم من الحائط الغربي وعلى بعد 2.5 كم من كنيسة جميع الأمم ويوفر مكان إقامة مع خدمة الواي فاي المجانية وحديقة مع تراس وإطلالات على الحديقة، تحتوي بعض الوحدات...
Avrahami Lake View,"القدس الغربية, القدس
– اعرض على الخارطة",9.3,يقع Avrahami Lake View في حي عين كيرم في القدس. ويوفر خدمة الواي فاي المجانية وأماكن إقامة ذاتية الخدمة مع تلفزيون بشاشة مسطحة مع قنوات فضائية.
Milk and Honey,"القدس الغربية, القدس
– اعرض على الخارطة",9.4,يقع Milk and Honey في قلب القدس مباشرةً، ويوفر إطلالات على الحديقة من الشرفة. ويوفر مكان الإقامة إطلالات على المدينة.
Rafael Residence Boutique,"القدس الغربية, القدس
– اعرض على الخارطة",8.7,يقع Rafael Residence Boutique في القدس في حي البقعة الذي يشتهر بأجوائه الريفية ويوفر أجنحة مكيفة مع خدمة الواي فاي مجاناً، ويقع مكان الإقامة على بعد 10 دقائق سيراً على الأقدام من المستعمرة الألمانية...
Sweethome26 AGRIPAS St Jerusalem,"القدس الغربية, القدس
– اعرض على الخارطة",8.8,يقع Sweethome26 AGRIPAS St Jerusalem في وسط مدينة القدس، على بعد 3.3 كم من كنيسة جميع الأمم، ويوفر أماكن إقامة مع خدمة الواي فاي المجانية. تقع هذه الشقة على بعد 3.3 كم من حديقة الجثمانية.
21st Floor Hotel,"القدس الغربية, القدس
– اعرض على الخارطة",8.7,يقع 21st Floor Hotel في قلب مدينة القدس ويوفر مكان إقامة عصري ذو خدمة ذاتية مع خدمة الواي فاي مجاناً وإطلالات بانورامية على المدينة، ويبعد حائط البراق مسافة 3 كم.
Brand New Gem In Talbiyeh,"القدس الغربية, القدس
– اعرض على الخارطة",9.4,يقع Brand New Gem In Talbiyeh في القدس، ويوفر أماكن إقامة مع مطبخ. وتتوفر خدمة الواي فاي المجانية. تم تجهيز كل وحدة مع فرن ومحمصة وآلة القهوة، فضلا عن ثلاجة وغلاية.
Central old stone Jerusalem apartment,"القدس الغربية, القدس
– اعرض على الخارطة",9.4,تقع شقة Central old stone Jerusalem في القدس. يقع مكان الإقامة على بعد 3.8 كم من كنيسة جميع الأمم وعلى بعد 3.9 كم من حديقة الجثمانية.
Sweet Inn - Avishai Street 3,"القدس الغربية, القدس
– اعرض على الخارطة",8.6,يقع Sweet Inn - Avishai Street 3 في حي المستعمرة الألمانية في القدس ويوفر حديقة، يقع على بعد 4.1 كم من الحائط الغربي ويوفر خدمة الواي فاي المجانية بالإضافة إلى مساحة تخزين الأمتعة.
The Nest - A Romantic Vacation Home in Ein Kerem - Jerusalem,"القدس الغربية, القدس
– اعرض على الخارطة",9.5,يقع The Nest - A Romantic Vacation Home in Ein Kerem - Jerusalem في منزل حجري أصيل من القرن الـ 19 مع حديقة جذابة تضم بستان فاكهة، ويوفر مكان إقامة بالخدمة الذاتية يجمع بين الراحة والرفاهية العصرية.
Sweet Inn Apartment - King David Residence,"القدس الغربية, القدس
– اعرض على الخارطة",8.9,يقع Sweet Inn Apartment - King David Residence في القدس على بعد 2.1 كم من الحائط الغربي، ويوفر مسبحًا داخليًا ومكان إقامة مُزود بخدمة الواي فاي مجانًا ومطبخ.
فندق أولف تري,"القدس
– اعرض على الخارطة",7.7,يقع فندق أولف تري على بعد مسافة قصيرة سيراً على الأقدام من المدينة القديمة ووسط المدينة ويوفر مكان إقامة جميل يجمع بين التصميم الحديث مع العناصر القديمة.
House in the Center,"القدس الغربية, القدس
– اعرض على الخارطة",7.4,يضم House in the Center ملعب تنس ومرافق للشواء وحديقة في القدس سيتي سنتر القدس.
Front of the Old City in Jerusalem - Luxurious Residence,"القدس الغربية, القدس
– اعرض على الخارطة",,يقع Luxurious Residence قبالة المدينة القديمة في القدس في حي القدس الغربي على بعد 2.3 كم من الحائط الغربي وعلى بعد 2.5 كم من كنيسة جميع الأمم وعلى بعد 2.6 كم من حديقة الجثمانية، يقع مكان الإقامة على...
hebronkhanhostel,"البلدة القديمة, القدس
– اعرض على الخارطة",7.6,يقع hebronkhanhostel في القدس على بعد 1.5 كم من كنيسة جميع الأمم، ويضم تراسًا. يقع مكان الإقامة هذا على بعد مسافة قصيرة من مناطق الجذب مثل حديقة الجثمانية وقبة الصخرة.
Modern Pearl in Historic setting,"البلدة القديمة, القدس
– اعرض على الخارطة",9.6,يقع Modern Pearl in Historic في منطقة القدس الشرقية في القدس، على بعد 500 م من الحائط الغربي، وعلى بعد 1.1 كم من قبة الصخرة وعلى بعد 1.6 كم من كنيسة جميع الأمم.
Apartment Parking City Center,"القدس الغربية, القدس
– اعرض على الخارطة",9.8,يقع Apartment Parking City Center في القدس على بعد 2.1 كم من كنيسة جميع الأمم و2.2 كم من حديقة الجثمانية، ويضم حديقة وتراس. ويقع مكان الإقامة في مبنى يعود تاريخه لعام 2016، ويوفر خدمة الواي فاي...
Modern luxurious place in the heart of Jerusalem,"القدس الغربية, القدس
– اعرض على الخارطة",9.1,يتمتع Modern luxurious place in the heart of Jerusalem بموقع ملائم في وسط مدينة القدس، ويوفر شرفة وتكييف وخدمة الواي فاي المجانية وتلفزيون بشاشة مسطحة.
Jerusalem Suites Tower,"القدس الغربية, القدس
– اعرض على الخارطة",9.5,يقع Jerusalem Suites Tower على بعد 3.2 كم من كنيسة جميع الأمم في القدس، ويوفر مكان إقامة مع مطبخ، ويوفر مكان الإقامة خدمة الواي فاي المجانية.
نوتردام سنتر,"القدس الغربية, القدس
– اعرض على الخارطة",8.2,يقع هذا المبنى التاريخي الكبير بين مبنى بلدية مدينة القدس والمدينة القديمة علي بُعد مسافة أقل من 10 دقائق سيراً من كنيسة القيامة المقدسة. ويوفر المبنى 4 مطاعم.
Design & Cozy Suite in Prime Location,"القدس الغربية, القدس
– اعرض على الخارطة",8.5,يعتبر Design & Cozy Suite in Prime Location مكان إقامة يقع في القدس على بعد 5 كم من نموذج مدينة القدس وعلى بعد 6 كم من كنيسة جميع الأمم، وتقع الشقة على بعد 6 كم من حديقة الجثمانية، تتكون الشقة المكيفة...
Cinema Hostel Jerusalem,"القدس الغربية, القدس
– اعرض على الخارطة",8.7,يقع Cinema Hostel Jerusalem في وسط مدينة القدس القدس، ويتميز بتراس وخدمة الواي فاي المجانية.
A Roof Top Studio In Nahlaot - m.y market,"القدس الغربية, القدس
– اعرض على الخارطة",,استوديو على السطح. يتمتع Nahlaot - m.y market بموقع في القدس، على بعد 3.9 كم من الحائط الغربي وعلى بعد 5 كم من كنيسة جميع الأمم.
German Colony Next Orient Hotel,"القدس الغربية, القدس
– اعرض على الخارطة",9.3,يقع German Colony Next Orient Hotel على بعد 3.5 كم من الحائط الغربي في القدس ويوفر مكان إقامة مع مطبخ، تحتوي هذه الشقة على تراس. تحتوي الشقة على تلفزيون مع قنوات فضائية وغرفتي نوم وغرفة معيشة.
Royal Hillel Apartment,"القدس الغربية, القدس
– اعرض على الخارطة",8.1,تقع Royal Hillel Apartment في حي وسط مدينة القدس على بعد 3.8 كم من كنيسة جميع الأمم وعلى بعد 3.9 كم من حديقة الجثمانية وعلى بعد 3.9 كم من قبة الصخرة، يقع مكان الإقامة على بعد 4 كم من الحائط الغربي...
Luxury Studio next the Waldorf Astoria,"القدس الغربية, القدس
– اعرض على الخارطة",,يقع Luxury Studio next the Waldorf Astoria في وسط القدس، على بعد 2.2 كم من الحائط الغربي وعلى بعد 2.4 كم من كنيسة جميع الأمم. ويمكن للضيوف الاستمتاع بخدمة الواي فاي المجانية.
Gloria Hotel,"البلدة القديمة, القدس
– اعرض على الخارطة",8.9,يقع فندق Gloria في القدس على بعد 1.2 كم من الحائط الغربي و3 كم من كنيسة جميع الأمم، ويوفر غرفًا مع خدمة الواي فاي المجانية.
بيت شباب ستاي إن,"القدس الغربية, القدس
– اعرض على الخارطة",9.2,يقع Stay Inn Hostel في مدينة القدس، ويوفر بوفيه إفطار وخدمة الواي فاي المجانية. ويقع بيت الشباب على بُعد 3.7 كم من كنيسة جميع الأمم، ويضم تراسًا وصالة مشتركة.
Cozy relaxing apartment in katamon,"القدس الغربية, القدس
– اعرض على الخارطة",,تقع Cozy relaxing apartment in katamon على بعد 3.5 كم من الحائط الغربي في حي القدس الغربي من القدس. تقع هذه الشقة على بعد 4.1 كم من كنيسة كل الأمم.
Quiet studio in the city center,"القدس الغربية, القدس
– اعرض على الخارطة",,يقع Quiet studio in the city center في القدس على بعد 2.7 كم من كنيسة جميع الأمم ويوفر مكان إقامة مع خدمة الواي فاي المجانية. يقع مكان الإقامة على بعد 2.7 كم من حديقة الجثمانية.
JTower - Jerusalem,"القدس الغربية, القدس
– اعرض على الخارطة",9.2,يقع jtower - Jerusalem في وسط مدينة القدس القدس، ويوفر أماكن إقامة على بعد 3.1 كم من كنيسة جميع الأمم. كما يتوفر مطبخ مجهز بغسالة صحون وفرن في بعض الوحدات.
بيت شباب ذا بوست القدس,"القدس الغربية, القدس
– اعرض على الخارطة",8.6,يضم بيت شباب ذا بوست القدس تراس ويوفر إطلالة على المدينة ويقع في منطقة القدس الغربية في القدس، على بعد 1.1 كم من الحائط الغربي، ويمكن للضيوف الاستمتاع بالبار المتوفر في الموقع، كما تتوفر خدمة الواي...
فندق ذا ديفيد سيتاديل,"القدس الغربية, القدس
– اعرض على الخارطة",8.6,يطل فندق The David Citadelعلى مدينة القدس القديمة، ويضم مسبحًا كبيرًا وجيمًا مجانيًا ومجموعة من مرافق تناول الطعام، التي توفر جميعها إطلالات بانورامية.
Haneviim Luxury Apartment,"القدس الغربية, القدس
– اعرض على الخارطة",9.1,تقع Haneviim Luxury Apartment في القدس، وتضم أماكن إقامة مكيفة مع تراس. ويمكن للضيوف الاستمتاع بخدمة الواي فاي المجانية.
MAX hotel,"القدس الغربية, القدس
– اعرض على الخارطة",7.6,يقع فندق MAX في وسط القدس، على بعد 2.5 كم من كنيسة كل الأمم. يضم مكان الإقامة حديقة وتراس. يقع مكان الإقامة على بعد 2.6 كم من حديقة الجثمانية وعلى بعد 2.6 كم من قبة الصخرة.
فندق دان بانوراما القدس,"القدس الغربية, القدس
– اعرض على الخارطة",8.1,يقع دان بانوراما في قلب مدينة القدس، على بُعد مسافة قصيرة سيرًا على الأقدام من المدينة القديمة، وهو فندق يوفر أماكن إقامة مكيفة الهواء ومجموعة كبيرة من المرافق، كما تتوفر خدمة الواي فاي مجانًا.
Trust Inn - Mamilla Newly & Balcony,"القدس الغربية, القدس
– اعرض على الخارطة",,يقع Trust Inn - Mamilla حديثًا & Balcony في وسط مدينة القدس القدس، ويضم فناء. يمكن للضيوف المقيمين في هذه الشقة استخدام خدمة الواي فاي المجانية ومطبخ مجهز بالكامل.
DiraPo Nahlaot Roof-Level Studio Apartment,"القدس الغربية, القدس
– اعرض على الخارطة",9.3,تقع Dirapo Nahlaot Roof-Level Studio Apartment في حي Nachlaot في القدس، وهي عبارة عن استوديو مع شرفة. يقع مكان الإقامة على بعد 2.5 كم من قبة الصخرة ويوفر خدمة الواي فاي المجانية.
Royal Market Palace,"القدس الغربية, القدس
– اعرض على الخارطة",8.9,يقع Royal Market Palace في قلب القدس على بعد 3.3 كم فقط من كنيسة جميع الأمم، ويوفر خدمة الواي فاي المجانية. تقع حديقة الجثمانية على بعد 3.3 كم من الشقة.
Lovely 1 BR Apartment on Ben Yehudah,"القدس الغربية, القدس
– اعرض على الخارطة",8.6,تقع Lovely 1 BR Apartment on Ben Yehudah في القدس على بعد 2.8 كم من الحائط الغربي وعلى بعد 3 كم من كنيسة جميع الأمم، ويمكن للضيوف الاستمتاع بخدمة الواي فاي المجانية.
The Templer Apartment,"القدس الغربية, القدس
– اعرض على الخارطة",9.5,يقع The Templer Apartment في حي المستعمرة الألمانية في القدس على بعد 3.1 كم فقط من الحائط الغربي، ويضم حديقة. ويقع مكان الإقامة على بعد 5 كم من كنيسة جميع الأمم، ويضم تراسًا.
J Tower Residence,"القدس الغربية, القدس
– اعرض على الخارطة",9.2,يقع J Tower Residence في وسط مدينة القدس على بعد 3.2 كم من كنيسة جميع الأمم وعلى بعد 3.2 كم من حديقة الجثمانية ويتميز بغرف مع خدمة الواي فاي المجانية وتراس، تقع قبة الصخرة على بعد 3.3 كم من الشقة.
بيت شباب Palm,"القدس الشرقية, القدس
– اعرض على الخارطة",6.2,يقع بيت الشباب بالم على بعد أقل من 100 متر من بوابة دمشق، وهي واحدة من أشهر المداخل إلى مدينة القدس القديمة، ويقدم خدمة الواي فاي مجانًا.
Shaharey Hesed,"القدس الغربية, القدس
– اعرض على الخارطة",,يقع Shaharey Hesed في القدس على بعد 3.3 كم من الحائط الغربي ويوفر مكان إقامة مع خدمة الواي فاي المجانية وتكييف. يمكن للضيوف المقيمين في هذه الشقة الوصول إلى مطبخ صغير مجهز بالكامل وشرفة.
Royal George Apartment,"القدس الغربية, القدس
– اعرض على الخارطة",8.6,يقع Royal George على بعد 2.1 كم من الحائط الغربي ويوفر مكان إقامة في وسط القدس على بعد خطوات قليلة من بن يهودا. تم تجهيز المطبخ بفرن وثلاجة بالإضافة إلى غلاية.
STUNNING COZY APARTMANT NEAR THE MARKET!!,"القدس الغربية, القدس
– اعرض على الخارطة",,STUNNING COZY APARTMANT NEAR THE MARKET!! يقع في حي وسط مدينة القدس على بعد 3.5 كم من كنيسة جميع الأمم وعلى بعد 3.5 كم من حديقة الجثمانية وعلى بعد 3.6 كم من قبة الصخرة.
Full Option 7 people,"القدس الغربية, القدس
– اعرض على الخارطة",9.0,يقع Full Option 7 people في القدس على بعد 2.7 كم من كنيسة جميع الأمم و2.8 كم من حديقة الجثمانية، ويوفر أماكن إقامة مع خدمة الواي فاي المجانية وتكييف وتراس وبار.
City Residence,"القدس الغربية, القدس
– اعرض على الخارطة",9.5,يقع City Residence في القدس على بعد 2.8 كم من الحائط الغربي وعلى بعد 3 كم من كنيسة جميع الأمم ويوفر خدمة الواي فاي المجانية وتكييف الهواء، يقع مكان الإقامة على بعد 3.1 كم من حديقة الجثمانية.
فندق كينغ ديفيد القدس,"القدس الغربية, القدس
– اعرض على الخارطة",8.7,يعتبر فندق كينغ ديفيد القدس أحد فنادق القدس الأكثر شهرة، ويتميز بديكور فاخر وإطلالة بانورامية ومسبح خارجي، وتطل الحدائق الواسعة على المدينة القديمة، التي تقع على بعد 15 دقيقة سيرًا على الأقدام، كما...
HaPalmah,"القدس الغربية, القدس
– اعرض على الخارطة",9.0,يقع Hapalmah في القدس على بعد 3.9 كم من الحائط الغربي ويوفر غرفة معيشة مع تلفزيون بشاشة مسطحة وخدمة الواي فاي المجانية، يقع مكان الإقامة هذا على بعد 5 كم من كنيسة جميع الأمم.
David's place in Jerusalem,"القدس الغربية, القدس
– اعرض على الخارطة",,يوفر David's place in Jerusalem مكان إقامة في القدس على بعد 3.2 كم من كنيسة جميع الأمم وعلى بعد 3.3 كم من حديقة الجثمانية، يمكن للضيوف المقيمين في هذه الشقة الوصول إلى مطبخ صغير مجهز بالكامل.
Spacious luxury apartment at the gates of Jerusalem,"القدس الغربية, القدس
– اعرض على الخارطة",,تقع الشقة الفسيحة الفاخرة عند بوابات القدس، وهي مكان إقامة يقع في القدس، على بعد 5 كم من نموذج مدينة القدس المقدسة وعلى بعد 7 كم من كنيسة جميع الأمم.
The Haneviim Boutique,"القدس الغربية, القدس
– اعرض على الخارطة",,يقع The Haneviim Boutique في وسط مدينة القدس على بعد 2.2 كم من كنيسة جميع الأمم و2.3 كم من حديقة الجثمانية. يقع مكان الإقامة على بعد 2.3 كم من قبة الصخرة وعلى بعد 3 كم من الحائط الغربي.
فندق هولي لاند,"القدس الشرقية, القدس
– اعرض على الخارطة",8.1,يطل فندق Holy Land على المدينة القديمة بالقدس، ويقع خارج الجدران التاريخية مباشرة، ويوفر مواقف مجانية للسيارات وخدمة واي فاي مجانية وغرف بحمامات داخلية. ويُقدم المطعم مأكولات عالمية.
Lincoln Street,"القدس الغربية, القدس
– اعرض على الخارطة",8.0,يوفر Lincoln Street مكان إقامة في القدس على بعد 3 كم من الحائط الغربي، وتتوفر خدمة الواي فاي المجانية. تحتوي هذه الشقة على غرفة معيشة ومطبخ مجهز بالكامل مع ميكروويف. كما يتوفر تلفزيون.
Mamilla Apartment,"القدس الغربية, القدس
– اعرض على الخارطة",,توفر Mamilla Apartment in Jerusalem مكان إقامة مع خدمة الواي فاي المجانية على بعد 2.5 كم من الحائط الغربي، يقع مكان الإقامة على بعد 2.7 كم من كنيسة جميع الأمم.
solomon house,"القدس الغربية, القدس
– اعرض على الخارطة",7.8,يقع مكان الإقامة Solomon في القدس بالقرب من مول ماميلا المفتوح. ويمكن للضيوف استخدام خدمة الواي فاي المجانية. يقع الحائط الغربي على بعد 2.8 كم من الشقة.
Ziv Apartments - Mevo Harkavi 6,"القدس الغربية, القدس
– اعرض على الخارطة",9.2,تقع شقق Ziv - Mevo Harkavi 6 في القدس، وتبعُد 3.7 كم عن الحائط الغربي، وتبعُد 4 كم عن كنيسة جميع الأمم، وتشتمل على حديقة وتراس، يوفر مكان الإقامة هذا إمكانية الوصول إلى شرفة.
King David Suits,"القدس الغربية, القدس
– اعرض على الخارطة",,يقع King David Suits في القدس على بعد 2.2 كم من الحائط الغربي وعلى بعد 2.5 كم من كنيسة جميع الأمم وعلى بعد 2.5 كم من حديقة الجثمانية، يقع مكان الإقامة على بعد 2.6 كم من قبة الصخرة.
One Bedroom Stone Apartment,"القدس الغربية, القدس
– اعرض على الخارطة",8.8,تقع One Bedroom Stone Apartment في مدينة القدس، وهي مكان إقامة بالخدمة الذاتية مع إطلالات على الحديقة. وتتوفر خدمة الواي فاي المجانية في جميع المناطق.
FeelHome - David Citadel Village with Jacuzzi,"القدس الغربية, القدس
– اعرض على الخارطة",,feelhome - David Citadel Village with Jacuzzi هو مكان للإقامة يقع في القدس بالقرب من مول ماميلا المفتوح. توفر هذه الشقة خدمة الواي فاي المجانية وحديقة وتراس.
The Pearl in Talbyeh,"القدس الغربية, القدس
– اعرض على الخارطة",8.8,يقع The Pearl in Talbyeh في القدس على بعد 3.2 كم من الحائط الغربي ويوفر مكان إقامة مكيف مع تراس وخدمة الواي فاي مجاناً، تقع هذه الشقة في مبنى يعود تاريخه إلى القرن الـ19، على بُعد 3.5 كم من كنيسة جميع...
Jerusalem City Tower Studio,"القدس الغربية, القدس
– اعرض على الخارطة",8.8,يقع Jerusalem City Tower Studio في القدس على بعد 3.7 كم من كنيسة جميع الأمم ويوفر مكان إقامة مع خدمة الواي فاي مجاناً، تحتوي جميع الوحدات على تلفزيون بشاشة مسطحة ومطبخ صغير مجهز بالكامل مع ميكروويف...
Royal J-Tower Luxury Residence,"القدس الغربية, القدس
– اعرض على الخارطة",8.9,يقع Royal J-Tower Luxury Residence في وسط مدينة القدس على بعد 3.1 كم من كنيسة جميع الأمم وعلى بعد 3.2 كم من حديقة الجثمانية ويوفر مكان إقامة مع خدمة الواي فاي مجاناً، وتم تجهيز بعض الوحدات بتكييف...
بيت الشباب القدس,"القدس الغربية, القدس
– اعرض على الخارطة",7.4,يقع بيت شباب القدس في وسط المدينة وبالقرب من ساحة صهيون وعلى بعد 5 دقائق سيراً على الأقدام من شارع بن يهودا للمشاة. ويوفر خدمة الواي فاي مجاناً وغرفاً مجهزة بحمامات خاصة.
Sweet Inn - King David Crown,"القدس الغربية, القدس
– اعرض على الخارطة",,يقع Sweet Inn - King David Crown في منطقة القدس الغربية في القدس على بعد 2.7 كم من الحائط الغربي وعلى بعد 3 كم من كنيسة جميع الأمم ويوفر مكان إقامة مجهز مع تراس وخدمة الواي فاي المجانية.
Modern Pearl in Historic setting,"البلدة القديمة, القدس
– اعرض على الخارطة",9.6,يقع Modern Pearl in Historic في منطقة القدس الشرقية في القدس، على بعد 500 م من الحائط الغربي، وعلى بعد 1.1 كم من قبة الصخرة وعلى بعد 1.6 كم من كنيسة جميع الأمم.
HI Agron - Jerusalem Hostel,"القدس الغربية, القدس
– اعرض على الخارطة",8.3,يتميز بيت الضيافة وبيت الشباب Agron Jerusalem بموقعه على بعد 15 دقيقة سيرا على الأقدام من البلدة القديمة، ويقع في مبنى تاريخي من الحجر على الطراز التقليدي لمدينة القدس، ويقدم بوفيه إفطار إسرائيلي كل...
Trust Inn - Haneviim Court Old City Balcony,"القدس الغربية, القدس
– اعرض على الخارطة",,يقع Trust Inn - Hanevim Court Old City Balcony على بعد 1 كم من ماميلا المفتوحة مول وعلى بعد 1.6 كم من كنيسة القيامة ويوفر خدمة الواي فاي المجانية، يقع مكان الإقامة على بعد 2.8 كم من الحائط الغربي.
Neviim Court - Old city view !,"القدس الغربية, القدس
– اعرض على الخارطة",,يوفر Neviim Court - Old city view إطلالات على المدينة. يوفر مكان إقامة مع تراس وشرفة على بعد حوالي 2.5 كم من كنيسة كل الأمم. يمكن للضيوف المقيمين في هذه الشقة الوصول إلى مطبخ مجهز بالكامل.
BBA - 3BR Cremieux street,"القدس الغربية, القدس
– اعرض على الخارطة",,يقع BBA - 3BR Cremieux street في حي المستعمرة الألمانية في القدس على بعد 3.2 كم من الحائط الغربي. تقع هذه الشقة على بعد 5 كم من كنيسة جميع الأمم وعلى بعد 5 كم من حديقة الجثمانية.
Jerusalem Center,"القدس الغربية, القدس
– اعرض على الخارطة",8.3,يقع Jerusalem Center في القدس على بعد 3.7 كم من كنيسة جميع الأمم وعلى بعد 3.8 كم من حديقة الجثمانية ويوفر خدمة الواي فاي المجانية وتكييف الهواء، يمكن للضيوف المقيمين في هذه الشقة الوصول إلى مطبخ صغير...
Johnny Hotel,"القدس الغربية, القدس
– اعرض على الخارطة",7.8,يقع Johnny Hotel في القدس على بعد 2.8 كم من الحائط الغربي، ويضم غرف مع تكييف. يقع مكان الإقامة هذا على بعد مسافة قصيرة من مناطق الجذب السياحي مثل ماميلا المفتوحة مول.
Overlooks the Kotel (Western Wall),"البلدة القديمة, القدس
– اعرض على الخارطة",,يقع Overlooking the Kotel (Western Wall) في القدس، على بعد 90 م من الحائط الغربي، ويوفر أماكن إقامة مكيفة مع شرفة وخدمة الواي فاي المجانية.
Royal King David Residence | Luxury Edition,"القدس الغربية, القدس
– اعرض على الخارطة",9.4,يقع Royal King David Residence | Luxury Edition في حي القدس الغربي في القدس على بعد 2.1 كم من الحائط الغربي ويوفر مركز للياقة البدنية وخدمة الواي فاي مجاناً، تحتوي هذه الشقة على حديقة وتراس.
Refael's Studio Apartments - City Center,"القدس الغربية, القدس
– اعرض على الخارطة",,يقع Refael's Studio Apartments - City Center في وسط مدينة القدس على بعد 2.6 كم من كنيسة جميع الأمم وعلى بعد 2.7 كم من حديقة الجثمانية، ويوفر مكان إقامة مع خدمة الواي فاي المجانية.
The Magic King Palace,"القدس الغربية, القدس
– اعرض على الخارطة",8.9,يتميز The Magic King Palace بموقع جذاب في وسط مدينة القدس، ويوفر تكييف وخدمة الواي فاي المجانية. يقع مكان الإقامة على بعد 2.9 كم من الحائط الغربي. تحتوي الشقة على غرفتي نوم وحمامين ومنطقة جلوس ومطبخ.
Amazing 4 BDR in the Condominium Harav Kook,"القدس الغربية, القدس
– اعرض على الخارطة",,يقع Amazing 4 BDR in the Condominium Harav Kook في حي وسط مدينة القدس، بالقرب من Mamilla Open Mall، ويوفر خدمة الواي فاي المجانية وغسالة ملابس.
بيت السباب إبراهيم القدس,"القدس الغربية, القدس
– اعرض على الخارطة",8.5,يقع بيت السباب إبراهيم القدس في ساحة هدويداكه على بعد 350 متراً من سوق ماحن يهودا، ويوفر غرف وصالات نوم مشتركة مع خدمة الواي فاي المجانية وتكييف الهواء.
Boutique HaHavatselet,"القدس الغربية, القدس
– اعرض على الخارطة",8.6,يعتبر Boutique hahavatselet مكان إقامة يقع في القدس على بعد 2.5 كم من كنيسة جميع الأمم وعلى بعد 2.6 كم من حديقة الجثمانية ويوفر إطلالات على المدينة، تتوفر خدمة الواي فاي المجانية في هذه الشقة، وتقع...
FeelHome - David Citadel Village,"القدس الغربية, القدس
– اعرض على الخارطة",8.2,يقع Feelhome - David Citadel Village في القدس على بعد 2.5 كم من الحائط الغربي وعلى بعد 2.8 كم من كنيسة جميع الأمم، يقع مكان الإقامة على بعد 2.9 كم من حديقة الجثمانية.
Liora Studios- Meshilat Yesharim St.,"القدس الغربية, القدس
– اعرض على الخارطة",8.6,يقع Liora Studios- Meshilat Yesharim St على بعد 3.5 كم من الحائط الغربي في القدس. يوفر مكان إقامة مع مطبخ. تقع هذه الشقة على بعد 3.6 كم من كنيسة جميع الأمم وعلى بعد 3.7 كم من حديقة الجثمانية.
La Perle Hotel,"القدس الغربية, القدس
– اعرض على الخارطة",8.3,يقع فندق La Perle على بعد بضعة خطوات من الشوارع لشهيرة في مدينتي يافا وبن يهودا، وتحتوي الغرف الحديثة على خزينة وستائر قاتمة، وتلفزيون إل سي دي وخدمة الواي فاي عالية السرعة.
Apartment Magical View,"القدس الغربية, القدس
– اعرض على الخارطة",7.9,تقع Apartment Magical View على بعد 2.9 كم من الحائط الغربي وعلى بعد 3.1 كم من كنيسة جميع الأمم وعلى بعد 3.2 كم من حديقة الجثمانية، وتوفر مكان إقامة في القدس، يقع مكان الإقامة على بعد 3.3 كم من قبة...
Dem Suites by DEM Hotels,"القدس الغربية, القدس
– اعرض على الخارطة",,يقع Dem Suites by DEM Hotels على بعد 3.2 كم من الحائط الغربي ويوفر مرافق للشواء وخدمة الواي فاي المجانية، ويقدم مكان إقامة في القدس، تحتوي جميع الوحدات على تراس أو شرفة ومنطقة جلوس وتلفزيون بشاشة...
HaNeviim Court Residence,"القدس الغربية, القدس
– اعرض على الخارطة",8.7,يقع Haneviim Court Residence في القدس، وليس بعيدا عن ماميلا المفتوحة مول، ويضم حديقة، وتتوفر خدمة الواي فاي المجانية.
Tzefania Apartments,"القدس الغربية, القدس
– اعرض على الخارطة",8.4,تقع شقق Tzefania في القدس، على بعد 3.4 كم من كنيسة جميع الأمم و3.5 كم من حديقة الجثمانية، وتضم حديقة. وتتوفر خدمة الواي فاي المجانية.
Colony Suites- Yehoash St.,"القدس الغربية, القدس
– اعرض على الخارطة",9.2,يقع Colony Suites- Yehoash St في القدس على بعد 4 كم من الحائط الغربي. ويوفر مكان إقامة مع خدمة الواي فاي المجانية. يقع مكان الإقامة على بعد 5 كم من كنيسة كل الأمم.
Ruth Suite,"القدس الغربية, القدس
– اعرض على الخارطة",,يتميز Ruth Suite بإطلالات على الحديقة، ويوفر أماكن إقامة مع حديقة على بعد حوالي 3.9 كم من الحائط الغربي. ويقع بيت العطلات هذا في مبنى يعود تاريخه إلى عام 1940، ويوفر خدمة الواي فاي المجانية.
New 2 Bedroom with Terrace - Center of Jerusalem,"القدس الغربية, القدس
– اعرض على الخارطة",9.0,يقع New 2 Bedroom with Terrace - Center of Jerusalem في وسط مدينة القدس على بعد 2.6 كم من كنيسة كل الأمم. يقع مكان الإقامة على بعد 2.7 كم من حديقة الجثمانية وعلى بعد 2.8 كم من قبة الصخرة.
